package_name,downloads
node-openalpr-shinobi,39
create-theta-code,39
capacitor-nodejs,39
@prima-assicurazioni/pyxis-npm,39
@command-center/command-center-win-x64-baseline,39
shiden,39
@alexjpaz/cody,39
@jlovec/zhushen-linux-arm64,39
bincode-dev-darwin-x64,39
daliyuer-static,39
@shopify/swcify,39
@argycloud/argy-linux-x64-baseline,39
3d-specimen-viewer,39
@pyodude/pyodide,38
innerver,38
react-native-angusdkobjectivec,38
@erikfm/erik-code,38
easy_dash,38
aurora-langium,38
defcode-linux-x64-baseline,38
humancode-linux-x64-baseline,38
cputil-standalone,38
defcode-linux-x64-baseline-musl,38
@anieo/codegenie-cli-linux-arm64-musl,38
exe-pdf-render,38
@ofeiss/hapi-linux-arm64,38
@maxlapko/screenshot-glb,38
@anonymous-dev/0x0-server-linux-x64-baseline,38
clothingweb,38
p8,38
@intocode-io/webdev-101,37
@flamingbear/api,37
nodefbx,37
react-multi-select-v,37
@iabrarsyed/myteaapp,37
reactnative-lightening-wallet-rs,37
crn-cli,37
fixdog,37
react-native-web-to-native-template,37
react-native-nfc-epassport-reader,37
nanocode-linux-arm64,37
mecha-axios-processer,37
koishi-plugin-to-image-service-font-source-han-mono-sc,37
test_yxy,37
idg-react-native-plugin,37
@blendvision/link,37
@fathyb/carbonyl-linux-arm64,37
@command-center/command-center-win-arm64,37
react-native-baidu-live-detect,37
@tansuasici/country-state-city,37
@avemeva/agent-telegram-linux-x64,37
@xutest1/windows-x64,37
react-native-btaskee-mini-app,37
hzt_sf,37
codetown,37
mbed-cloud-sdk,37
@matrixd-dev/test-package-2,37
nativescript-wikitude-chiliz,37
tech9-cdk-nextjs-standalone,37
realworks-template,37
@mojaloop/sdk-scheme-adapter,37
wrapper-meet,37
react-native-game-pad,36
@based/db-server-linux-x64,36
email-platform,36
rn-auto-height-webview,36
dialed-admin,36
upscayl-ffmpeg,36
dotnet-sdk-2.2-win-ia32,36
@fengyin-tech/cesdk,36
@robotical/martyblocks,36
@adobe/spectrum-express-tokens,36
newlogic,36
choco-bot,36
@lhama/ui-kitten,36
@datev/droplocation-cypress-binaries-win32,36
castclaw-linux-x64-baseline-musl,36
cordova-plugin-cfive-aware-biometrics,36
@charilezhou/openclaw,36
@hippy/chrome-devtools,36
@dundle/resources,36
ea-iview,36
@ex-machina/opencode-windows-x64-baseline,36
cordova.plugin.eliesauveterre.zoom,36
quran-search-engine,36
opentest-actor-mochawesome,36
@kontor/kontor-sdk,36
@matrixd-dev/test-package-3,36
@anonymous-dev/0x0-linux-arm64-musl,36
@uptake/cdk-vue,36
zqj-pics,36
@kelda/install,36
@dragon-den/install-elasticsearch-5,36
zarbis-platform-nix-i686,36
alarm-schedules,36
@codemieai/codemie-opencode-darwin-x64,36
tda-de-current-format,35
fhir-swagger,35
expandable-list,35
react-native-collapsible-bar-flatlist,35
mobilenftminter,35
clustergrammer2-alpha,35
@cocalc/share,35
ironcode-windows-x64,35
ldfdpickh,35
wam-community,35
tonnel-cli,35
@fontsource/chiron-hei-hk,35
@hakuneko/ffmpeg-binaries,35
@ex-machina/opencode-windows-x64,35
humancode-windows-x64,35
happy-dom-cli,35
@tilt.dev/tilt-inspector,35
webdriverio-automation,35
vue-el-web,35
poker-evaluator-ts,35
@anjanpoonacha/opencode,35
mycrypto-trezor-link,35
asp.net,35
@nntoan/gstack-windows-x64,35
@pulsefinance/dex-contract,35
@uwx/libav.js,34
@dream11mobile/react-native-fancode-sdk,34
react-native-nativemodule-sample,34
nativescript-ffmpeg-plugin,34
@seraosbolt/tamagui,34
server_mmo,34
javajre-linux-64,34
@phyloref/phyx,34
bamboo-design,34
@connected-home/react-native-geolocation,34
@dattv155/react-native-basic-template,34
node-droid-language,34
@hamzasaleem2397/react-native-onboarding,34
qdmframwork,34
webviewer-extension,34
nanocode-darwin-x64,34
study-lenses,34
@orfeas126/box-ui-elements,34
foxpay-native-module-dn,34
gtwxxh-music,34
@here/harp-map-editor,34
humancode-windows-x64-baseline,34
@floydspace/projen-components,34
infinitymint-rm,34
cerebras-cli-linux-x64,34
polygonjs-editor,34
@nikolahuang1/nova,34
smssakutoko,34
@avemeva/agent-telegram-win32-x64,34
react-native-mtk-smartconfig,34
tfjs-cifar10,34
node-openalpr-remastered,34
whistle.lconsole,34
@chalda/emojis.json,34
check-translation-files,34
@randomlabs/slate-linux-arm64,34
aisuda,34
unicode-5.1.0,34
dotnet-sdk-2.2-linux-x64,33
dotnet-sdk-3.0-linux-arm,33
javajre-windows-64,33
dotnet-sdk-2.1-win-ia32,33
gin-ui-kit-test,33
json-locale,33
@tuax-ssr/examples,33
react-viro-goopy,33
@dataillusion/openclaw,33
cordova-plugin-document-reader-core-full-beta,33
@liquidmetal-ai/raindrop,33
@rmbg/model-u2net-cloth,33
@displode/stm32cubewb-xpack,33
rhubarb-lip-sync,33
evans-sdlpal-source,33
react-native-blind-threshold-bls,33
epochcli-ai-linux-x64-baseline-musl,33
@hai.ai/jacs,33
grist-static,33
anqila-webgl-star,33
blupr,33
@chinese-fonts/moon-stars-kai,33
@cotctl/cli-linux-arm64,33
iotivity-lite,33
@mobvibe/cli-win32-x64,33
@cpp.js/package-gdal,32
@memoryx/codegraph-mcp,32
agenttwixorbuild,32
react-native-template-mah,32
react-native-autocomplete-textinput,32
omega-mobile,32
@ai-nd-co/codex-sdk,32
aliyun-test,32
dotnet-sdk-3.0-linux-x64,32
electron-aio,32
@caoshouse/imagick_x64,32
better-npm-init,32
react-native-template-drtyoshi,32
track-dry,32
@trusted-solutions/sdit.hal,32
mini-browser,32
@bonginkan/maria-lite,32
@lgcyaxi/oh-my-claude,32
@react-native-ohos/react-native-skia,32
open-quran-view,32
@tokenring-ai/writer,32
pixiv6,32
hivelight-fast-geoip,32
@thebushidocollective/han-win32-x64,32
latex-editor-cli,32
github1s-vscode-web,32
aws-sandbox,32
@cawfree/react-native-elsewhere,32
zap-client,32
@extjs/sencha-cmd-macos,32
@mozilla-voice/stt-cuda,32
iport-next,32
lml-main,32
three-model-viewer,32
@kozi/demo4,32
theme-pack,32
@digifi-los/reactapp,32
@stephen-lord/other,32
@ardentcode/sports-lib,32
nativescript-cv-plugin-ssi,32
@patoudss/jest-schematic,31
react-native-mnemonic-key,31
react-native-kaltura-player-v3,31
dotnet-sdk-3.1-win-x64,31
testify-newtest,31
react-native-nativelogcheck,31
@savvyplatform/ffprobe-static,31
mass-app,31
dotnet-sdk-3.0-linux-arm64,31
rnvibessdk,31
rn-initapp-javascript-template,31
com.genies.sdk,31
pakkk-parameters,31
react-native-template-ahcor,31
deviceprofiler,31
tryelectronapp,31
funk,31
mindson,31
react-native-rhspeech,31
@uwx/libav.js-fat,31
nikcli-linux-arm64,31
@hdwebsoft/hdcode-ai-linux-x64,31
myui-bootstrap-kr,31
42q-shared-ui,31
@neonlaw/web,31
devtopai-windows-x64-baseline,31
devtopai-windows-x64,31
react-native-camera-kit-rb,31
react-native-screen-lock-unlock-listener,31
xsk-unity-renderer,31
@arctic-cli/arctic-linux-x64-musl,31
express-nuxt-mongodb,31
epochcli-ai-windows-x64-baseline,31
codegenie-windows-x64-baseline,31
hy-rtc-sdk-components,31
joyin-ui,31
yinghe-lowcode-zln,31
bcircle-alfresco-installer,31
matrix-operations-112,31
ldfdfjtp2,31
needvpndl,31
@aws/app-framework-for-github-apps-on-aws,31
nativescript-wikitude-socios,31
sumi-assets,31
fluent-ui-react-shnauka,31
primo-app-example,31
@runno/sandbox,31
snyk-iac-rules,31
visionbox,31
rx-compo,31
xuanhieu_telegraph,31
@randomlabs/slate-linux-arm64-musl,31
@mach_kernel/maplibre-gl-native,30
bbop-response-barista,30
compendium-cdk,30
@nori-dot-com/create-create,30
com.ant-automation.antcity.textures1.housepack,30
nativebridge,30
@bunchtogether/ffmpeg-static,30
utils-emailsverification,30
shoplazza-cli,30
@agentmark/cli,30
react-native-segment-control,30
dicom-microscopy-viewer-changed,30
@fex-to/provider-icons,30
pakkk-inheritanceexample-api,30
awesometsproject12,30
com.ant-automation.antcity.textures.propspack,30
react-native-yxz-baidumap,30
@hypobox/react,30
@lobehub/fluent-emoji-anim-3,30
moshegit,30
goodeggs-money,30
yyz-image,30
@parham125/pt7mt2vejjob,30
@arctic-cli/arctic-linux-arm64-musl,30
tacodex,30
traceprompt-node,30
nextjs-test-bytao,30
@viocha/esm-pkg,30
clearaicdn,30
@anonymous-dev/0x0-linux-x64,30
node-red-contrib-db2-for-i,30
@janefeel/id,30
providentomnis,30
@heidi-dang/oh-my-opencode-windows-x64-baseline,30
@dragon-den/install-elasticsearch-3,30
@red-mobile/nodejs-mobile-cordova,30
unicode-4.1.0,30
@nntoan/gstack-windows-x64-baseline,30
penta-data-mapper,29
arjit-test-sb,29
haptik-sdk-lib,29
twixoragentapp,29
ffmpeg-bin-static,29
@terminal-code/cli,29
demo-cg-sdk,29
@mtrxjs/offline-client,29
ipfs_kit_js,29
pulsa-miniapp,29
koishi-plugin-vercel-satori-png-service-font-source-han-mono-sc,29
react-native-native-sdk-demo,29
react-native-document-reader-core-full,29
@lobehub/fluent-emoji-anim-4,29
hasl-oss,29
pyret-embed,29
@zuyzuygames/personalize-gemini-cli,29
mbvue_xh,29
german-administrative-areas,29
writango_srcikpsno,29
@automagik/forge,29
blogcdn,29
youtube-selfbot-api,29
@anieo/codegenie-cli-linux-x64,29
@codemieai/codemie-opencode-linux-arm64-musl,29
@fathym/landingpageazure,29
solidity-ts-parser,29
@react-native-oh-tpl/realm,29
@groeimetai/snow-code-linux-x64,29
sz_claw,29
@anonymous-dev/0x0-linux-x64-musl,29
@heidi-dang/oh-my-opencode-windows-x64,29
unicode-6.2.0,29
@translate-local/tl-win32-x64,29
@cyberstrike-io/cyberstrike-darwin-x64,29
@mpetrunic/eth2-spec-tests,28
esy-bash-test,28
mysdk123458,28
react-native-paint-board-library-obj-c,28
@choreruiz/capacitor-node-js,28
@citychallenge/react-viro,28
pakkk-echo,28
mobile_sdk_test2,28
@vitta-health/awsenv,28
pdfactory,28
@xieguanliang/happy,28
lcdp-desktop-template,28
com.ellyality.visual.crest,28
drop-food-login,28
react-native-auto-document-scanner-new,28
ahegao_noises,28
feer-cli,28
expforge,28
opencomic-ai-bin,28
@ip-location-db/iplocate-country,28
@pyannote-cpp-node/win32-x64,28
hjqecho_live2d,28
worlds-beyond,28
@dn0rmand/prime-database,28
zqcdn,28
@codemieai/codemie-opencode-linux-arm64,28
rird-windows-x64-baseline,28
@dragon-den/install-opensearch-1,28
cerebras-cli-linux-arm64,28
bitcore-node-veggie,28
ableplayer-react,28
kopsht,28
@stephen-lord/other2,28
jam-linux-x64,28
@anonymous-dev/0x0-server-windows-x64,28
@jirkakrepl/chimpy,28
@ex-machina/opencode-darwin-x64-baseline,28
elirancaba,28
project-setup,28
@abancu/explorer-core-plugins,28
lokocdnms-pkg-02,28
0x-monorepo-development,28
reat_menu,28
nextnlpui,27
v8-android-tools-macos,27
pakenative-cli,27
tgozo-number-plate-scanner,27
react-native-template-gb-base,27
zoom-image-viewer,27
infinity-ps-sdk,27
@matanelcohen/openspace-ai,27
@hmarques98/react-native-template,27
altitude-mcp,27
test-simple-package,27
@caspertech/node-audio,27
react-native-scroll-card,27
anqila-weblive2d-star,27
go-digital-elements,27
mtat-uiauto,27
cordova-plugin-document-reader-core-full,27
generator-native-di,27
cypress-bin-mirror,27
hyperbridge-funding-protocol,27
live2d-api-wwh,27
@kilokilo/ewz-gnb,27
react-native-zoom-module,27
@memvid/cli-darwin-arm64,27
admin-management,27
rrweb-events-traverser,27
mcp-brain,27
@mc-khaled/npm-semver,27
mvcjie,27
@tachybase/plugin-password-policy,27
ldfdfjtp,27
gallo,27
seczure.ts,27
vcremote-lib,27
coursedio-0snoitadnuof-gnitfard-1sgniward-lacinhcet-gnirolpxe,27
@anonymous-dev/0x0-windows-x64-baseline,27
protostuffdb-desktop-setup,27
rird-linux-x64,27
@leximpact/socio-fiscal-openfisca-json,27
flipper-plugin-bridgespy,27
crowdbotics-react-native-stripe-terminal,27
paul-mt,27
@anonymous-dev/0x0-server-linux-arm64,27
@ogdev/opencode-crew-windows-x64,27
@ogdev/opencode-crew-windows-x64-baseline,27
matrix-engine-wgpu,27
unicode-5.0.0,27
temporal-http-client,27
@spenceriam/impulse-windows-x64,27
@araucariaid/create-ssx-next-dapp,26
kousa,26
leenahie_rntemplate,26
@jun5e00/rn-test,26
wm-obs-studio-node,26
react-native-myapp,26
@forge-trade/widgets,26
component-library-react-3,26
jmrtc-react-native,26
pakkk-bigdecimalexample-api,26
ibc-web-cm,26
react-native-baidu-map-ld-wu,26
tung-id,26
rn-zalo,26
react-native-kolbi-opencv,26
@datev/droplocation-cypress-binaries-linux,26
rabbitmq-forward-control,26
zwj326,26
overseertop,26
@gitspace/darwin-arm64,26
cblite-cli-macos,26
@ts4/geo,26
@flywave/flywave.gl,26
@groeimetai/snow-code-windows-x64,26
react-native-rtmpview,26
poc-cli-npm,26
live2d_api_lz94wpz,26
javonet-binaries,26
react-native-accura-kyc,26
create-graphql-backend,26
rird-linux-x64-baseline,26
react-native-drag-resize,26
kenote-react-admin-layout,26
@the-starport/nodebb-plugin-mdx-page-renderer,26
com.ant-automation.antcity.vertiports,26
@lenml/tokenizer-gemma,26
rird-linux-x64-baseline-musl,26
cloud-development-kit,26
@josojo/realitycheck-contracts,26
minjupar-bemyfriends-video-player,26
@softwareventures/async-iterator,26
acacia-ma_img,26
@ox.build/cli-linux-arm64,26
unicode-6.0.0,26
@pkmn/mods,26
@ai-git/win32-x64,26
@cyberstrike-io/cyberstrike-darwin-x64-baseline,26
@skillsgate/tui-linux-x64,26
platon-truffle,26
react-native-monri-android-ios,25
react-native-multiplier,25
mini-tsc,25
react-native-super-range-slider,25
ffmpeg-static-all-platforms,25
react-native-baidu-map-wu,25
dotnet-sdk-3.1-win-ia32,25
@fermumen/databricks-execute,25
im-button,25
go-win,25
dotnet-sdk-3.1-linux-arm,25
@ohuoy/easymap,25
sf-icons,25
cordova-plugin-firebase-mobiquest,25
cordova-plugin-firebase-modified,25
react-native-panorama-image-view,25
react_native_simple_youtube,25
@fontpkg/sarasa-mono-sc,25
react-native-floating-label-input-custom,25
react-native-wannatalk-core,25
react-native-document-reader-core-fullrfid,25
strapi-plugin-address-selection,25
bivcore,25
wasmsnark,25
omegon-pi,25
@mrbb/openclaw,25
@terra-code/terra-code,25
@graasp/plugin-chatbox,25
castclaw-linux-x64-musl,25
@constellation-labs/contracts-bedrock,25
aboocode-linux-arm64,25
@anonymous-dev/0x0-windows-x64,25
io.dcloud.sdk.android,25
castclaw-darwin-arm64,25
@openit/capacitor-community-barcode-scanner,25
vistorian-nodelink,25
hyperbridge-reserve,25
worldofdragons,25
moshewb2,25
react-native-survey-monkey,25
rird-linux-arm64,25
react-native-wallet-pass-kit,25
react-native-neon-lib,25
rird-linux-arm64-musl,25
@osh-branches/osh-js,25
@critters-rs/critters-linux-arm64-gnu,25
agent-swarm-cli-darwin-x64,25
@shined/spack-binding-darwin-x64,25
@ox.build/cli-linux-x64,25
keyclock16,25
debug-server-next,25
posq-sqlite3,25
gatsby-theme-trong-workspace,25
@leverj/geoip-lite,25
@anonymous-dev/0x0-server-linux-x64-baseline-musl,25
@bryphe/esy-bash,24
react-native-openalpr-wink,24
oroute-cli,24
beassets,24
react-native-percentage-reactangle,24
rn-gradient-snap-slider,24
open-next-cdk,24
actanet-browser,24
cordova-plugin-firebase-bamobile,24
@applica-of-things/viro-applica-of-things,24
ffmpeg-bin-electron,24
react-native-template-bw,24
react-native-full-clipboard,24
assentifydemo,24
@my-servers/myservers,24
cdk-iot-core-certificates-v3,24
cocoon-plugin-ads-ios-adcolony,24
hsr-data,24
lexus-pc-v,24
castclaw-linux-x64-baseline,24
@wwawing/all,24
china-administrative-division,24
@arctic-cli/arctic-windows-x64-baseline,24
@iqprotocol/iq-space-protocol,24
mticp-npm,24
ipa-dict,24
academa-gis,24
@arietta-studio/assets-emoji-anim,24
@avemeva/agent-telegram-linux-arm64,24
@dragon-den/install-opensearch-4,24
road-blog-figure,24
@mcpengine/darwin-x64,24
@frankqing/hapi-linux-arm64,24
@anonymous-dev/0x0-linux-x64-baseline,24
hadith,24
@anonymous-dev/0x0-server-windows-x64-baseline,24
@arctic-cli/arctic-linux-x64-baseline-musl,24
@arctic-cli/arctic-darwin-x64-baseline,24
bare-llama-cpp,24
rss-skill-cli,24
@groeimetai/snow-code-linux-arm64,24
nodejs.org,24
unicode-6.1.0,24
totoyevn-engine,24
@archbee/postman-code-generators,24
@mugzie/ai-council-darwin-arm64,24
linkmore-design,24
@ui-tars-test/cli,24
apachecn-ml-pt7,24
effect-devtui,23
react-native-progress-bar-new,23
@cordbot/agent,23
react-native-framed-video-generator,23
@wispbit/local,23
vistorian-web,23
react-native-template-reactty-native,23
pakkk-uber-api,23
@ishukaur/publish-test,23
@patrickdappollonio/mcp-kubernetes-ro,23
rn-animated-tabs,23
@spectacular-voyage/kato-darwin-x64,23
react-native-credit-card-component-mockup,23
track-module,23
standard-html,23
@expo-google-fonts/chiron-goround-tc,23
nlptoolkit-wordnet,23
@l3-lib/ui-core,23
nototools-pdf-fonts,23
ut-storybook,23
yl-test05-themes,23
qdocker3,23
ljrliu_web_pkg,23
@arctic-cli/arctic-linux-arm64,23
@frankqing/hapi-win32-x64,23
@whisper-cpp-node/win32-x64,23
@zerocube/github-runners,23
@skantus/react-native-trace,23
aboocode-linux-x64-baseline-musl,23
fs-pm-ui-library,23
react-native-awesome-calculator,23
@mcpengine/win32-arm64,23
orbi-linux-x64,23
lokocdnms-pkg-04,23
@sikuligo/bin-win32-x64,23
orangecola-orangeimg,23
react-native-jitsi-meet-sdk-fmtech,23
@link.me/mcp-windows-x64,23
pyret-experimental-cli,23
@artsdatabanken/dump-mbtiles-metadata,23
paper-test-dv2,23
timehut-backup,23
zqlwmatt-cdnjs,23
@marxbiotech/openclaw,23
react-native-template-byantunes,22
affinidi-authenticator-sdk,22
zipy_sdk2,22
deno-npm,22
portal-app-lib,22
tapioca-sdk,22
nf-workflow-ui-4,22
node-dexicon,22
cordova-plugin-firebase-htb2,22
pakkk-swagger-petstore-simple,22
music21j-port,22
pandoc-binary,22
@productbrew/react-native-collapsible-tree,22
liftoff-cli,22
rndemo,22
component_reactnative_login,22
@ripplegroup/cli,22
cordova-plugin-document-reader-core-fullrfid,22
androidtoastmodule,22
react-native-ribbon-loader,22
pangram,22
react-native-template-carlos-react,22
@bonginkan/maria,22
pixiv4,22
@gitspace/darwin-x64,22
bincode-dev-windows-x64,22
fb-bs-platform,22
huy-ui-kitten,22
sourcebay-schema,22
@anieo/codegenie-cli-windows-x64-baseline,22
aboocode-windows-x64,22
el-native,22
financial-review,22
aboocode-linux-x64-baseline,22
@dragon-den/install-opensearch-2,22
@dragon-den/install-opensearch-5,22
@pionerlabs/fusion-cli,22
dimando-ui,22
@yglabs/workiq-mcp-test,22
react-native-awesome-image,22
@anonymous-dev/0x0-linux-arm64,22
rird-linux-x64-musl,22
@yaju810/data-1-2,22
cse110-spatch,22
rn-stripe-terminal,22
@eliommatrixd/test-128m-1,22
@ucipass/proxy,22
@zzp123/hapi-linux-arm64,22
@depup/next__swc-linux-x64-gnu,22
@lenml/tokenizer-llama3_2,22
safe-openclaw,22
@anonymous-dev/0x0-server-linux-x64,22
@ffmpeg-binary/linux-x64,22
@skillsgate/tui-win32-x64,22
tagui-windows,22
oh-my-opencode-gpt-slim-linux-x64-baseline,22
@anonymous-dev/0x0-server-linux-x64-musl,22
@noxtara/cli,22
@anonymous-dev/0x0-server-linux-arm64-musl,22
@blizzhackers/d2data,21
@pc-component-ui-test-v2/monorepo,21
penta-mapping-apps4,21
react-native-stream-chat-template,21
@loastacro/reactnativeopenalpr,21
your-thinker,21
react-native-engine,21
react-native-shin-template,21
@magicx/assets,21
npsmobileautomation,21
@tidus/ffmpeg-static,21
create-mango-app,21
react-native-go-ipfs,21
@uino/redux-example,21
goooal-cordova-plugin-firebase,21
field-smart,21
pakkk-minimal-api,21
test_map_load,21
@osamaq/react-native-template,21
react-native-template-lucaslima-tp-rd,21
examen_hito4,21
onboarding_drakitt,21
@faizan2002-npm/react-native-painting-scanner,21
yt-cesium-xx,21
@bonginkan/maria-lite-data,21
@akylas/nativescript-ios-runtime,21
rammonitorwin32,21
quirkbot-arduino-builder,21
castclaw-linux-x64,21
situm-cordova-plugin-official-development,21
@microduino/skulpt,21
@deep-foundation/sdk,21
brotato-files,21
@aws/aws-tools-for-babylonjs-editor-open-source-hosts-plugin,21
webprojeacyber,21
@kie-tools/form-generation-tool,21
readium-react-bridge,21
@hdwebsoft/hdcode-ai-darwin-arm64,21
@thesolaceproject/emberharmony-windows-x64,21
day6-liuhaitao,21
@xmtp/gateway,21
sx.nexpo.desktop,21
@shined/spack-binding-linux-x64-musl,21
@harvi-code/harvicode-linux-arm64-musl,21
@mamoru-ai/validation-chain-ts-client,21
waifus-service,21
@0xpolygonid/snap-example,21
@teleai/starcode-linux-x64-musl,21
hivechat-test1,21
chat-widget-paul,21
react-native-ht-drax,21
thente-country-state-city,21
seattle-open-json,21
qiaoji,21
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-summarize-complex-information,21
osa-mcp-windows-arm64,21
bare-app-kit,21
@ffprobe-binary/linux-x64,21
@heidi-dang/oh-my-opencode-linux-x64-baseline,21
@nevermined-io/sdk,21
loastacroreactnativeopenalpr,20
@vogoid/moiler,20
bubblenotify,20
react-native-sampleview,20
buildblock,20
kectl,20
testapp-1.0.0,20
tes-app-test-asid-esy-test,20
create-unimud-client,20
lukotest,20
qntumsdk,20
fi-components,20
react-native-redux-kit,20
react-native-nitro-xray-core,20
pakkk-examplespec,20
reactnativeselectscreen,20
mertkul,20
mydocscanner,20
@gitspace/linux-x64,20
react-test-aga6,20
droplocation-cypress-binaries,20
com.warwlock.mtree,20
testsif,20
agent-swarm-cli-windows-x64,20
zcrafter,20
ps-project,20
live2d_model,20
ironcode-linux-x64,20
devtopai-linux-x64-musl,20
bare-gtk,20
@thesolaceproject/emberharmony-windows-x64-baseline,20
n8n-nodes-ttsbro,20
@beland/unity-renderer,20
@teleai/starcode-windows-x64,20
epochcli-ai-linux-x64,20
secret-polar-reworks,20
cloud-port-backage,20
gamernotitle-assets,20
piedpiper-middle-out,20
chinese-openclaw,20
kmap-ui,20
@thebushidocollective/han-linux-arm64,20
amtech,20
osa-mcp-windows-x64,20
@grapheene/grapheene,20
@coder/code-server-pr,20
@a2a-ai/ata-shell-tool-mcp,20
react-native-alibaichuanupdate,20
unlock-deck-viewer,20
frontier-3d-viewer,20
@ex-machina/opencode-darwin-x64,20
@heidi-dang/oh-my-opencode-linux-x64,20
rxp-ixo-form,20
covidvizualizer,20
@ogdev/opencode-crew-linux-x64-baseline,20
rowiejs,20
rust-http-playback-proxy,20
com.ant-automation.antcity.unity.ui,20
@crunchdao/shared-cli,20
basic-react-steps,19
flbot,19
magnet-ai-server,19
ganeyipackage1,19
react-native-template-rndotemplate,19
indinis,19
@installdoc/ansible-gas-station,19
@jigsaw-innovations/jigsaw,19
react-native-custom-button-sdk,19
react-native-template-civinski-redux,19
@xuxinlai2002/pns-js,19
anva-theme,19
@nwjs-binaries/osx-arm64,19
react-native-simple-switch,19
bare-ndk,19
ionic-plugin-egee,19
learn-how-to-publish-to-registry,19
puppeteer-fixed,19
new-awesome-component-for-test,19
javajre-darwin-arm64,19
jmrtc-react-native-ys,19
ummat,19
erc404_kovanmail,19
react-native-scanner-credit-card,19
blockchain-business-calculator,19
pakkk-headaliasexample,19
ev-test-jlonn1,19
@things-scene/visualizer,19
--123hoodmane-pyodide,19
holo-project,19
@doku-app/linux-arm64,19
xxm-test-components,19
@luckyfinance/assets,19
@arctic-cli/arctic-linux-x64-baseline,19
turborepo-taiwlind-husky,19
@fathyb/carbonyl-macos-amd64,19
@ashew/hello-world,19
agent-swarm-cli-linux-arm64-musl,19
@harvi-code/harvicode-windows-x64-baseline,19
fiftyonedegreeslitetrie,19
jxiaoc,19
@tony1992/figma-tools,19
puppeteer-ci-driver-win64,19
@anieo/codegenie-cli-linux-arm64,19
404skill,19
xda-blog-zh-pt2,19
@sabirimanov/cordova-plugin-openalpr,19
@anieo/codegenie-cli-linux-x64-musl,19
xpzmusic123,19
lone-safety-control-bim,19
react-native-neural-wallet-lib,19
@teleai/starcode-linux-arm64,19
@memvid/cli-win32-x64,19
zyang31,19
@phidiassj/aiyoperps-linux64,19
@zerocube/ami-sweeper,19
@008byebye/omniclip-pro,19
@omnimedia/omniclip,19
google-cloud-run-node18-ffprobe-static,19
@arctic-cli/arctic-darwin-x64,19
@kuzulabz/expo-kagome,19
vm-wui,19
zyang18,19
bluprcrypt,19
norway_emacs,19
mendege-form-designable-prepare1.0,19
gemini-wrapped-windows-x64,19
catalina,19
@preetk/test,19
@madbean/authentication,19
nodejs-nomer,19
roninjin10,18
i18n-temporary,18
smartimob-cli,18
@avalos/extjs-gpl,18
testnftmark,18
du-order-example,18
openapppackage,18
@dylanvann/ffmpeg-static,18
my_native_module,18
calendermodule,18
@sagar88/awesomeproject,18
react-native-external-accessory,18
lm_translator,18
rnbaidumapkit,18
@wangyaxiong/obs-studio-node,18
perspective_dash_component,18
@iskander508/react-viro,18
tb-skeleton-page,18
@tokenring-ai/coder,18
power-electron,18
happy-codex,18
@dragon-den/dopensearch,18
timeclockwizard,18
nativemessagelist,18
embin-darwin,18
lenz_ai_camera_x86,18
electron-trueos,18
@doku-app/linux-x64,18
castclaw-linux-arm64,18
bincode-dev-linux-x64,18
agent-swarm-cli-windows-x64-baseline,18
@khahama/pmk-foods-ui,18
velaro,18
@wispbit/local-darwin-arm64,18
viby-cli-windows-x64,18
@socketsupply/socket-darwin-arm64,18
@parham125/n8jovjyzhqk9,18
agent-swarm-cli-linux-x64-baseline,18
@lobehub/fluent-emoji-anim-1,18
@hdwebsoft/hdcode-ai-darwin-x64,18
nlptoolkit-spellchecker,18
agent-swarm-cli-linux-x64-musl,18
react-native-arc-soft-face,18
@taverse/assets-emoji-anim,18
inquirer-app,18
plan-elige,18
@ex-machina/opencode-linux-arm64,18
dochubcore,18
gatsby-starter-signalwerk,18
@dragon-den/install-opensearch-3,18
castclaw-darwin-x64-baseline,18
@midion/electron,18
elara-app,18
aboocode-linux-x64-musl,18
npmmgr,18
@teleai/starcode-linux-x64,18
@shaanhurley/trilliant-package,18
@yaju810/data-1-0,18
yurik_music,18
obj2usdz,18
@doku-app/darwin-x64,18
@graphql-portal/datasources,18
bun-webkit-linux-arm64-debug,18
io-anyline-cordova-nopods,18
@ansvar/zimbabwe-law-mcp,18
babylonnativepackage,18
mern-stream,18
@doku-app/darwin-arm64,18
nf-workflow-ui-5,18
oh-my-opencode-gpt-slim-linux-x64,18
payerland,18
@supernovae-st/nika-darwin-x64,18
@colijnit/corecomponents_v9,18
codex-wrapped-noyrlimit-windows-x64,18
@gaozh1024/rn-aliyun-asr,18
@babylonjs/react-native-basekit-windows-0-64,17
@bienvenueenmordor/test-mbr,17
flowfit.web.flowfit,17
orcl-win-linx,17
cloud-ui-materials,17
@creavite/ffprobe-static,17
butce-asistanim,17
recytrack,17
tea-test-dao,17
rnbase068,17
react-native-animated-bottomtab,17
awesomebuttonproject,17
@devjoyvn/fakebrowser,17
gaosimin,17
react-native-paypal-gateway,17
custom-serverless,17
my-font-package,17
dotnet-sdk-3.1-linux-x64,17
javajre-linux-arm64,17
@golde/cli-linux-x64,17
com.ant-automation.antcity.textures1.propspack,17
the-economist-lib-react-native,17
ls_middleware,17
@carnegie-mellon-robotics-academy/cra-template-unity-react,17
react-native-rndemo,17
pigeonmobile,17
react-native-template-lucianocarvalho-rn-full,17
