package,version,fan_in_global,fan_out_global,jt_in_degree,jt_out_degree,jt_instability,global_instability,jt_dependency_score,msr_ecosystem_risk_score
auth0-vuex,0.0.1,0,13,0,0,1.0000,1.0000,13,0.00
@cyberstrike-io/cyberstrike-windows-x64-baseline,1.1.13,0,0,0,0,0.0000,0.0000,0,0.00
moonbeam-tools,0.1.4,0,51,0,0,1.0000,1.0000,51,0.00
commoncomponent,1.0.5,0,1,0,0,1.0000,1.0000,1,0.00
stdx-mac,1.0.45,0,0,0,0,0.0000,0.0000,0,0.00
@srdcloud/codefree-linux-x64-baseline-musl,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
ember-cli-react,1.0.2,0,32,0,0,1.0000,1.0000,32,0.00
hardhat-slither,1.0.4,0,19,0,0,1.0000,1.0000,18,0.00
termeet-cli-windows-arm64,0.1.16,0,0,0,0,0.0000,0.0000,0,0.00
@zzp123/hapi-linux-x64,0.15.22,0,0,0,0,0.0000,0.0000,0,0.00
llqplayer,1.2.5-602,0,0,0,0,0.0000,0.0000,0,0.00
react-native-sip2,3.0.2,0,11,0,0,1.0000,1.0000,11,0.00
lx-blog,1.1.8,0,0,0,0,0.0000,0.0000,0,0.00
zcmumi,1.0.0,0,5,0,0,1.0000,1.0000,5,0.00
control-freak,1.0.76,0,72,0,0,1.0000,1.0000,72,0.00
@fermyon/styleguide,0.1.8,0,2,0,0,1.0000,1.0000,2,0.00
stdx-linux,1.0.45,3,0,0,0,0.0000,0.0000,0,0.00
@knotel/transportation,0.44.1,0,30,0,0,1.0000,1.0000,30,0.00
@raxbkdn/admin-systeem,1.0.0,0,20,0,0,1.0000,1.0000,20,0.00
pakkk-instagram-api,1.1.0,0,65,0,0,1.0000,1.0000,65,0.00
@4based/moment-editor,0.3.5,0,19,0,0,1.0000,1.0000,19,0.00
react-native-gomobile-ipfs,0.1.6,0,22,0,1,1.0000,1.0000,22,0.00
@andatoshiki/toshiki-cdn,0.0.5,0,1,0,0,1.0000,1.0000,1,0.00
electroluxasset,1.0.8,0,0,0,0,0.0000,0.0000,0,0.00
react-apple-color-emoji,0.0.9,0,10,0,0,1.0000,1.0000,10,0.00
@cyberstrike-io/cyberstrike-linux-arm64,1.1.13,0,0,0,0,0.0000,0.0000,0,0.00
react-native-rasa,0.3.0,0,25,0,0,1.0000,1.0000,25,0.00
@good-i-deer/node-red-contrib-object-detection,1.0.3,0,6,0,1,1.0000,1.0000,6,0.00
test-r3f-project,1.0.9,0,9,0,0,1.0000,1.0000,9,0.00
dotnet-sdk-3.0-win-x64,3.0.1007,0,0,0,0,0.0000,0.0000,0,0.00
react-native-mika,1.1.2,0,0,0,0,0.0000,0.0000,0,0.00
vibecanvas-windows-x64,0.3.1,0,0,0,0,0.0000,0.0000,0,0.00
@paalan/tailwind-ui,2.1.4,0,127,0,0,1.0000,1.0000,127,0.00
@baidumap/mapv-three,1.6.4,0,30,0,0,1.0000,1.0000,30,0.00
stdx-win,1.0.45,0,0,0,0,0.0000,0.0000,0,0.00
@adunne09/waldo-windows-x64,0.0.0-dev-202603111850,0,0,0,0,0.0000,0.0000,0,0.00
epochcli-ai-linux-x64-musl,2.2.2,0,0,0,0,0.0000,0.0000,0,0.00
tryreason,0.0.23-alpha,0,31,0,0,1.0000,1.0000,31,0.00
@cyberstrike-io/cyberstrike-linux-arm64-musl,1.1.13,0,0,0,0,0.0000,0.0000,0,0.00
vibecanvas-linux-x64-baseline,0.3.1,0,0,0,0,0.0000,0.0000,0,0.00
@electron-fonts/noto-serif-hk,1.2.0,0,1,0,0,1.0000,1.0000,1,0.00
fleetops-os-update,0.1.0-readme-format-2404090fc1f33de8a88400a791ca97f1bde6f61d,0,0,0,0,0.0000,0.0000,0,0.00
@prisma/react-native,6.0.1,0,30,0,1,1.0000,1.0000,28,0.00
@sanduc/ocr-models,1.5.7,2,0,0,0,0.0000,0.0000,0,0.00
@lifter/lifter-app,0.2.2,0,50,0,0,1.0000,1.0000,50,0.00
ikform,0.4.0,0,7,0,0,1.0000,1.0000,7,0.00
pux-react,0.0.0,0,50,0,0,1.0000,1.0000,50,0.00
yyz1,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
@silicogenai/silicogen-cli-linux-x64,1.0.202,0,0,0,0,0.0000,0.0000,0,0.00
@bentley/imodel-selector,1.0.22,0,11,0,0,1.0000,1.0000,11,0.00
@cyberstrike-io/cyberstrike-windows-x64,1.1.13,0,0,0,0,0.0000,0.0000,0,0.00
@adunne09/waldo-darwin-x64,0.0.0-dev-202603111850,0,0,0,0,0.0000,0.0000,0,0.00
@zk-email/sdk,2.0.11,0,36,0,1,1.0000,1.0000,36,0.00
axion-planetary-mcp,1.2.33,0,39,0,2,1.0000,1.0000,39,0.00
@team-monolith/scratch-gui,0.8.0,0,108,0,0,1.0000,1.0000,108,0.00
joyjet-react-native-template,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
darchainprotocol,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
whats-clon,1.0.0,0,13,0,0,1.0000,1.0000,13,0.00
rn_phylloconnect,0.0.7,0,8,0,0,1.0000,1.0000,8,0.00
asposepdfnodejs,26.4.0,1,0,0,0,0.0000,0.0000,0,0.00
@for-humans-lab/log-scope-linux-app,1.2.4,0,44,0,0,1.0000,1.0000,44,0.00
react-native-nitro-tor,0.5.3,0,9,0,0,1.0000,1.0000,9,0.00
srste,0.1.0,0,140,0,0,1.0000,1.0000,140,0.00
@based/uws,6.0.1,2,0,0,0,0.0000,0.0000,0,0.00
stream-chat-template-react-native,1.0.5,0,1,0,0,1.0000,1.0000,1,0.00
retypeapp-linux-arm64,4.5.3,0,0,0,0,0.0000,0.0000,0,0.00
rms-sparklines-temp,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@progress/sitefinity-adminapp-sdk,15.4.8630,0,0,0,0,0.0000,0.0000,0,0.00
@kronus/test,0.0.26,0,2,0,0,1.0000,1.0000,2,0.00
@pubm/windows-arm64,0.5.5,0,2,0,0,1.0000,1.0000,2,0.00
@command-center/command-center-win-x64,0.10.0,0,0,0,0,0.0000,0.0000,0,0.00
@bgoonz11/repoutils,1.0.5,0,6,0,0,1.0000,1.0000,6,0.00
atmosx-nwws-parser,1.0.1923,0,7,0,0,1.0000,1.0000,7,0.00
@musashishao/agent-kit,1.15.1,0,23,0,0,1.0000,1.0000,23,0.00
@type_of/contract-gui,0.0.6,0,19,0,1,1.0000,1.0000,19,0.00
@yglabs/mcp-http2stdio-internal,0.1.0,0,0,0,0,0.0000,0.0000,0,0.00
mokam,0.3.6,0,3,0,0,1.0000,1.0000,3,0.00
react-native-floating-hearts,0.0.9,1,0,0,0,0.0000,0.0000,0,0.00
oda-framework,0.1.90682,0,0,0,0,0.0000,0.0000,0,0.00
@pubm/windows-x64,0.5.5,0,2,0,0,1.0000,1.0000,2,0.00
react-native-coachmarks,1.1.0,0,7,0,0,1.0000,1.0000,7,0.00
@ciic/el-ui,0.8.9,0,28,0,0,1.0000,1.0000,28,0.00
@mdclone/core,0.0.87,0,3,0,0,1.0000,1.0000,3,0.00
@lighthouseapps/makeup,0.1.3,0,3,0,0,1.0000,1.0000,3,0.00
@mindbox/frontend,0.97.237,0,155,0,0,1.0000,1.0000,155,0.00
shuwang-pro-layout,1.0.24,0,41,0,0,1.0000,1.0000,41,0.00
@command-center/command-center-linux-x64,0.10.0,0,0,0,0,0.0000,0.0000,0,0.00
ggez-js,2.0.3,0,13,0,0,1.0000,1.0000,13,0.00
rn-dogo-deepar-ivs,0.1.5,0,23,0,1,1.0000,1.0000,23,0.00
@entrylabs/entry,4.0.20,0,93,0,1,1.0000,1.0000,93,0.00
epochcli-ai-linux-arm64,2.2.2,0,0,0,0,0.0000,0.0000,0,0.00
@pubm/windows-x64-baseline,0.5.5,0,2,0,0,1.0000,1.0000,2,0.00
coc-powershell,0.1.4,0,5,0,0,1.0000,1.0000,5,0.00
id-card-model-testing,1.0.5,0,0,0,0,0.0000,0.0000,0,0.00
hl7.fhir.r4.examples,4.0.1,3,0,0,0,0.0000,0.0000,0,0.00
@apache-royale/royale-js,0.9.12,5,0,0,0,0.0000,0.0000,0,0.00
epochcli-ai-linux-x64-baseline,2.2.2,0,0,0,0,0.0000,0.0000,0,0.00
webtask-preprocess-pylib2,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
xod-cli,0.35.3,0,28,0,0,1.0000,1.0000,28,0.00
@randomlabs/slate-linux-x64-baseline-musl,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
ironcode-linux-x64-modern,1.20.11,0,0,0,0,0.0000,0.0000,0,0.00
inferra-llama,1.8.6,0,22,0,1,1.0000,1.0000,22,0.00
background-removal-pjh,0.0.3,0,17,0,1,1.0000,1.0000,17,0.00
@karlmarxlopez/expo-ts-and-jest,1.1.0,0,50,0,0,1.0000,1.0000,50,0.00
veritatisquam,1.4.0,0,6,0,0,1.0000,1.0000,6,0.00
vassonic-webview,0.0.3,0,2,0,0,1.0000,1.0000,2,0.00
ccxt-rest,2.5.0,0,29,0,0,1.0000,1.0000,29,0.00
react-native-easy-downloader,0.1.0,0,0,0,0,0.0000,0.0000,0,0.00
livekit-react-native,0.8.0,0,25,0,0,1.0000,1.0000,25,0.00
@wangyaoshen/remux,0.3.26,0,15,0,0,1.0000,1.0000,15,0.00
automagik-forge,0.5.7,0,2,0,0,1.0000,1.0000,2,0.00
@youssefhenna/expo-mapbox-navigation,1.5.7,0,4,0,0,1.0000,1.0000,4,0.00
whisper-addon,0.0.7,0,3,0,0,1.0000,1.0000,3,0.00
@neon-exchange/api-client-typescript,6.4.30,0,39,0,0,1.0000,1.0000,39,0.00
samba-uploader,1.2.0,0,40,0,0,1.0000,1.0000,40,0.00
webbuilder-ide-packages,0.0.3,0,48,0,0,1.0000,1.0000,48,0.00
react-native-android-ffmpeg-wrapper,0.0.1,0,6,0,0,1.0000,1.0000,6,0.00
@srdcloud/codefree-linux-arm64,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@srdcloud/codefree-linux-arm64-musl,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@mugzie/ai-council-linux-arm64,0.7.4,0,0,0,0,0.0000,0.0000,0,0.00
fn-ai-windows-x64-baseline,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
@skyispainted/hapi-linux-arm64,0.22.13,0,0,0,0,0.0000,0.0000,0,0.00
@silicogenai/silicogen-cli-linux-arm64,1.0.202,0,0,0,0,0.0000,0.0000,0,0.00
packphoto,4.0.10,0,0,0,0,0.0000,0.0000,0,0.00
@versesdev/hsml-viewer,0.3.14,0,37,0,0,1.0000,1.0000,37,0.00
daimazun,1.0.38,0,23,0,0,1.0000,1.0000,23,0.00
@dagangan/uikit,1.0.80,0,42,0,1,1.0000,1.0000,42,0.00
fog-controller,0.1.41,0,34,0,0,1.0000,1.0000,34,0.00
eth-hbwallet,1.2.5,0,25,0,0,1.0000,1.0000,22,0.00
drizzy-agent-windows-x64,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
discord-bot-cdk-construct,0.3.5,0,22,0,0,1.0000,1.0000,22,0.00
rn-leanback,1.0.5,0,3,0,0,1.0000,1.0000,3,0.00
@srdcloud/codefree-darwin-x64-baseline,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@ogdev/opencode-crew-linux-x64,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
@srdcloud/codefree-darwin-x64,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
chart-parsers,0.0.30,0,3,0,0,1.0000,1.0000,3,0.00
senapt-assured,8.4.0,0,2,0,0,1.0000,1.0000,2,0.00
@hyperlight-dev/hyperagent,0.6.1,0,17,0,0,1.0000,1.0000,23,0.00
@solana-mobile/solana-mobile-dapp-scaffold,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@aicademy/ailo-agent,2026.4.17,0,70,0,0,1.0000,1.0000,70,0.00
reactnativecountryfetch,0.0.6,0,10,0,0,1.0000,1.0000,10,0.00
@go-len/go-len-runtime-macos,1.12.5,0,0,0,0,0.0000,0.0000,0,0.00
zyl-cli-easy,1.1.9,0,10,0,0,1.0000,1.0000,10,0.00
cwpm,1.0.2,0,12,0,0,1.0000,1.0000,12,0.00
react-native-third-party-keyboard,1.1.4,0,2,0,0,1.0000,1.0000,2,0.00
react-native-baidu-tts,1.0.5,0,0,0,0,0.0000,0.0000,0,0.00
@command-center/command-center-macos-arm64,0.10.0,0,0,0,0,0.0000,0.0000,0,0.00
node-printer-all,1.0.0,0,5,0,0,1.0000,1.0000,5,0.00
dtl_runpda,1.12.9,0,9,0,0,1.0000,1.0000,9,0.00
@cc_server/api,1.7.0,0,49,0,0,1.0000,1.0000,49,0.00
openclaw-aimlapi,2026.4.9,0,92,0,0,1.0000,1.0000,92,0.00
jdk11,2.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@thezzisu/rolldown,1.0.0-rc.15-hotfix.9083.0,0,21,0,0,1.0000,1.0000,21,0.00
@wenchengj/openclaw,2026.4.9-riscv64.1,0,94,0,0,1.0000,1.0000,94,0.00
idle-coder,0.4.8,0,51,0,0,1.0000,1.0000,51,0.00
@tony370/lib-whatsapp-receiver,1.0.6,0,19,0,0,1.0000,1.0000,19,0.00
crossplatformapp,0.0.5,0,13,0,0,1.0000,1.0000,13,0.00
react-native-c8osdk,1.0.4,0,4,0,0,1.0000,1.0000,4,0.00
@srdcloud/codefree-windows-arm64,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
cxt-silex,1.0.0,0,9,0,0,1.0000,1.0000,9,0.00
ashu-new-workflow,1.4.7,0,68,0,0,1.0000,1.0000,68,0.00
infinitymint-bt,0.69.3-bt,0,30,0,0,1.0000,1.0000,30,0.00
@kastlesystems/react-native-kastlesdk,4.1.2-1.1,0,22,0,0,1.0000,1.0000,22,0.00
@freetiler/watercolor,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
omni-web-packages,1.0.0,0,2,0,0,1.0000,1.0000,2,0.00
@ridi/react-webviewer,0.3.8,0,38,0,0,1.0000,1.0000,38,0.00
@mcpengine/win32-x64,3.7.9,0,0,0,0,0.0000,0.0000,0,0.00
opencode-collab-darwin-arm64,1.3.26,0,0,0,0,0.0000,0.0000,0,0.00
@nsalerni/ncode-linux-x64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
@cloudideaas/hydrainstall,1.0.71,0,12,0,0,1.0000,1.0000,12,0.00
cordova.plugin.zoom,4.6.2166-6.603,0,0,0,0,0.0000,0.0000,0,0.00
awesom,3.7.1,0,1,0,0,1.0000,1.0000,1,0.00
uniapp-native-ios-part1,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@michanto/cdk-orchestration,0.1.35,0,34,0,0,1.0000,1.0000,34,0.00
opencode-collab-windows-x64,1.3.26,0,0,0,0,0.0000,0.0000,0,0.00
rnn_notification,0.1.2,0,18,0,0,1.0000,1.0000,18,0.00
playscape-windows-x64,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
ky2,0.0.1,0,23,0,0,1.0000,1.0000,23,0.00
@bigtimebuddy-dev/install-stress-test,1.3.0,0,0,0,0,0.0000,0.0000,0,0.00
ryugraph,25.9.1,0,5,0,0,1.0000,1.0000,5,0.00
@palettegear/boost,1.71.0,0,0,0,0,0.0000,0.0000,0,0.00
jsnotebook2,0.0.24,0,5,0,0,1.0000,1.0000,5,0.00
@command-center/command-center-linux-arm64,0.10.0,0,0,0,0,0.0000,0.0000,0,0.00
@aivsw/icon,1.3.0,0,18,0,0,1.0000,1.0000,18,0.00
@isdk/llama-node-linux-x64-cuda-ext,2.0.3,0,0,0,0,0.0000,0.0000,0,0.00
codeblog-app-windows-x64,2.9.6,0,0,0,0,0.0000,0.0000,0,0.00
@rafong/egg-template,0.0.1,0,6,0,0,1.0000,1.0000,6,0.00
@dragon-den/install-jdk-17,0.0.4,0,0,0,0,0.0000,0.0000,0,0.00
@isdk/llama-node-linux-x64-cuda,2.0.3,0,0,0,0,0.0000,0.0000,0,0.00
web-twain-plus,18.0.2,0,1,0,0,1.0000,1.0000,1,0.00
@nexved/backend-framework,1.0.0,0,15,0,0,1.0000,1.0000,15,0.00
inconz,0.0.9,0,4,0,0,1.0000,1.0000,4,0.00
@romiluz/clawmongo,2026.4.8,0,74,0,0,1.0000,1.0000,74,0.00
webcut,0.2.11,0,31,0,0,1.0000,1.0000,31,0.00
vscode-plugin,1.0.5,0,0,0,0,0.0000,0.0000,0,0.00
react-elements-platform,0.1.0,0,22,0,0,1.0000,1.0000,22,0.00
cordova-plugin-openalpr,2.1.0,0,0,0,0,0.0000,0.0000,0,0.00
kaspa-wasm32-sdk-web,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
@microsoft/inshellisense-darwin-arm64,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@thecorporation/server-linux-x64-gnu,26.3.51,0,0,0,0,0.0000,0.0000,0,0.00
@mugzie/ai-council-darwin-x64,0.7.4,0,0,0,0,0.0000,0.0000,0,0.00
@nodeflow-network/bin-linux-x64,0.1.4,0,0,0,0,0.0000,0.0000,0,0.00
builder-webpack-amber,1.0.0,0,41,0,0,1.0000,1.0000,41,0.00
we0-pkg,1.0.0,0,3,0,0,1.0000,1.0000,3,0.00
node-source-han-sans-hc,1.1.0-2.001R,0,0,0,0,0.0000,0.0000,0,0.00
@gitspace/linux-arm64,0.2.0-rc.40,0,0,0,0,0.0000,0.0000,0,0.00
hcb-ui-package,1.0.34,0,4,0,0,1.0000,1.0000,4,0.00
node-addon-aclas,0.1.0,0,1,0,0,1.0000,1.0000,1,0.00
aboocode-windows-x64-baseline,0.9.1,0,0,0,0,0.0000,0.0000,0,0.00
react-native-apple-login,1.0.4,0,5,0,0,1.0000,1.0000,5,0.00
certificate-generator,1.0.0,0,16,0,0,1.0000,1.0000,16,0.00
fortnite-replay-analysis,1.3.6,0,1,0,0,1.0000,1.0000,1,0.00
spicedb-embedded-linux-arm64,0.7.0,0,0,0,0,0.0000,0.0000,0,0.00
@nwjs-binaries/win-x64,0.87.0-sdk,0,0,0,0,0.0000,0.0000,0,0.00
@claudeye/linux-arm64,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
swf-visualizer,4.2.0,0,37,0,0,1.0000,1.0000,37,0.00
@xdam/ember-partials,4.0.0,0,85,0,0,1.0000,1.0000,85,0.00
shendongjun-live2dapi,1.0.5,0,0,0,0,0.0000,0.0000,0,0.00
cra-template-bobonext.js,0.12.2,0,5,0,0,1.0000,1.0000,5,0.00
hdr-viewer,1.1.1,0,4,0,0,1.0000,1.0000,4,0.00
@yowasp/nextpnr-ice40,0.10.38-dev.709,0,3,0,0,1.0000,1.0000,3,0.00
react-icons-select,0.1.8,0,18,0,0,1.0000,1.0000,18,0.00
trimble-maps-cpik-react-native-library,10.28.2-406,0,1,0,0,1.0000,1.0000,1,0.00
project-yc.tao,0.1.8,0,0,0,0,0.0000,0.0000,0,0.00
react-native-template-life,0.4.0,0,0,0,0,0.0000,0.0000,0,0.00
@nodeflow-network/bin-darwin-arm64,0.1.4,0,0,0,0,0.0000,0.0000,0,0.00
react-native-brightness,1.0.3,0,2,0,0,1.0000,1.0000,2,0.00
onboarding_danymilan,0.0.4,0,14,0,0,1.0000,1.0000,14,0.00
epochcli-ai-windows-x64,2.2.2,0,0,0,0,0.0000,0.0000,0,0.00
@duranmoodley/expo-av-custom-video,1.17.0,0,5,0,0,1.0000,1.0000,5,0.00
epochcli-ai-windows-arm64,2.2.2,0,0,0,0,0.0000,0.0000,0,0.00
japan-address-search,2.1.1,0,8,0,0,1.0000,1.0000,8,0.00
zego-express-engine-electron-test,3.20.2-43717.1167,0,0,0,0,0.0000,0.0000,0,0.00
@agentxjs/portagent,1.9.0,0,14,0,0,1.0000,1.0000,14,0.00
quiiusto,1.1.4,0,30,0,0,1.0000,1.0000,30,0.00
@sentre/codingcamp,1.0.3,0,13,0,0,1.0000,1.0000,13,0.00
@plait-lab/reviz,0.4.1,0,22,0,0,1.0000,1.0000,22,0.00
dotnet-sdk-2.2-linux-arm,2.2.1007,0,0,0,0,0.0000,0.0000,0,0.00
puppeteer-search-tools,1.0.1,0,10,0,0,1.0000,1.0000,10,0.00
hh-tpl-electron-vue3-vite,0.0.12,0,1,0,0,1.0000,1.0000,1,0.00
playscape-linux-arm64,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
dotnet-sdk-2.2-osx-x64,2.2.1007,0,0,0,0,0.0000,0.0000,0,0.00
@ex-machina/opencode-linux-x64,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
@randomlabs/slate-linux-x64-musl,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
fcloud,2.19.6-alpha.0,0,189,0,2,1.0000,1.0000,187,0.00
tbe-chrome-devtools-frontend,0.0.1,0,3,0,0,1.0000,1.0000,3,0.00
nomiiiansari174-react-native-toastandroid,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@3dbionotes/pdbe-molstar,3.1.0-est-4,0,36,0,0,1.0000,1.0000,36,0.00
custom-app,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
@pierre-lucas40/test-react-viro,2.20.2,0,4,0,0,1.0000,1.0000,4,0.00
edmond-wallet-connector,0.1.7,0,13,0,1,1.0000,1.0000,13,0.00
db-json-cli,2.3.0,0,11,0,1,1.0000,1.0000,11,0.00
@strawbees/learning-ui,0.4.5,0,40,0,1,1.0000,1.0000,40,0.00
@go-len-edge/go-len-runtime-macos,1.12.5,0,0,0,0,0.0000,0.0000,0,0.00
pakkk-twitter-rest-api,1.2.0,0,65,0,0,1.0000,1.0000,65,0.00
ffprobe-binaries,4.3.1,0,4,0,0,1.0000,1.0000,4,0.00
@yoke233/codex-acp-linux-x64,0.11.1,0,0,0,0,0.0000,0.0000,0,0.00
agent-swarm-cli-linux-arm64,1.3.15,0,0,0,0,0.0000,0.0000,0,0.00
@nativescript/visionos,9.0.1,0,5,0,0,1.0000,1.0000,5,0.00
@mugzie/ai-council-linux-x64,0.7.4,0,0,0,0,0.0000,0.0000,0,0.00
drizzy-agent-windows-x64-baseline,0.8.0,0,0,0,0,0.0000,0.0000,0,0.00
@involvex/super-agent-cli,0.0.94,0,42,0,0,1.0000,1.0000,42,0.00
react-native-facesdk,1.0.3,0,20,0,0,1.0000,1.0000,20,0.00
iobroker.enocean,0.9.4,0,29,0,0,1.0000,1.0000,29,0.00
moe-live2dapi,1.0.6-fix,0,0,0,0,0.0000,0.0000,0,0.00
askretro,0.1.5,0,15,0,0,1.0000,1.0000,15,0.00
@ghoran/font-page,0.0.7,0,0,0,0,0.0000,0.0000,0,0.00
code0,1.0.10,0,0,0,0,0.0000,0.0000,0,0.00
@gocodingnow/rn-tamagui-boilerplate,0.0.4,0,7,0,0,1.0000,1.0000,7,0.00
expo_img_picker,1.0.3,0,12,0,0,1.0000,1.0000,12,0.00
p6-cdk-s3-protector,0.0.52,0,34,0,0,1.0000,1.0000,31,0.00
rn-modal-picker-awesome,1.1.1,0,1,0,0,1.0000,1.0000,1,0.00
icp-bundle,0.2.7,0,42,0,0,1.0000,1.0000,42,0.00
react-native-template-typescript-iplug,0.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@go-len-edge/go-len-runtime-linux,1.12.5,0,0,0,0,0.0000,0.0000,0,0.00
@nodeflow-network/bin-win32-x64,0.1.4,0,0,0,0,0.0000,0.0000,0,0.00
ironcode-darwin-arm64,1.20.11,0,0,0,0,0.0000,0.0000,0,0.00
@mantrachain/sdk,14.1.0,0,19,0,0,1.0000,1.0000,19,0.00
playscape-darwin-arm64,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
@renxqoo/renx-code-win32-x64,0.0.75,0,0,0,0,0.0000,0.0000,0,0.00
@claudeye/win32-x64,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
zego-express-engine-electron-whiteboard,3.21.1-45993.1208,0,0,0,0,0.0000,0.0000,0,0.00
@monolex/codexmono,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
@nsalerni/ncode-windows-x64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
@yowasp/nextpnr-himbaechel-gowin,0.10.38-dev.709,0,4,0,0,1.0000,1.0000,4,0.00
@nsalerni/ncode-linux-arm64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
akilar-live2dapi,1.0.6,0,0,0,0,0.0000,0.0000,0,0.00
datawoojano,1.0.9,0,0,0,0,0.0000,0.0000,0,0.00
fontsource-noto-serif-sc,4.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-single-choice,0.1.1,0,0,0,0,0.0000,0.0000,0,0.00
dotnet-sdk-3.0-osx-x64,3.0.1007,0,0,0,0,0.0000,0.0000,0,0.00
@yoke233/codex-acp-linux-arm64,0.11.1,0,0,0,0,0.0000,0.0000,0,0.00
pakkk-headerandqueries,1.5.0,0,65,0,0,1.0000,1.0000,65,0.00
@ex-machina/opencode-linux-x64-baseline,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
ffmpeg-ffprobe-yt-dlp-static-electron,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
react-native-video-manager,0.1.2,0,5,0,0,1.0000,1.0000,5,0.00
defcode-linux-arm64-musl,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
@nwjs-binaries/linux-x64,0.87.0-sdk,0,0,0,0,0.0000,0.0000,0,0.00
rntnbtrialroom,0.0.5,0,22,0,0,1.0000,1.0000,22,0.00
element-ai-vue,0.1.6,0,44,0,0,1.0000,1.0000,44,0.00
@microsoft/inshellisense-linux-x64,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
react-native-chat-component-simplify360assignment,2.0.3,0,25,0,0,1.0000,1.0000,25,0.00
spicedb-embedded-linux-x64,0.7.0,0,0,0,0,0.0000,0.0000,0,0.00
@randomlabs/slate-linux-x64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
@yowasp/nextpnr-machxo2,0.10.38-dev.709,0,3,0,0,1.0000,1.0000,3,0.00
scenerystack,3.0.0,0,28,0,0,1.0000,1.0000,28,0.00
defcode-linux-x64-musl,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
opencv4nodejs-m1,1.1.0,0,7,0,0,1.0000,1.0000,7,0.00
tocotrienol,1.0.6,0,14,0,0,1.0000,1.0000,14,0.00
react-native-vcrx-poseidon-lib,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@kapstr/strapi,1.0.3,0,32,0,0,1.0000,1.0000,32,0.00
@restcloud-npm/rc-lowcode-component,1.3.9,0,69,0,1,1.0000,1.0000,69,0.00
skjema.no-demo,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-email-chip,1.0.4,0,2,0,0,1.0000,1.0000,2,0.00
yl-file-pipe14,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
create-poa-crowdsale,1.0.44,0,3,0,0,1.0000,1.0000,3,0.00
dotnet-sdk-2.1-linux-x64,2.1.1007,0,0,0,0,0.0000,0.0000,0,0.00
@xiejiayu/live2d_api,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
evalapp,7.2.5,0,4,0,1,1.0000,1.0000,4,0.00
intu-dev,1.0.14,0,0,0,0,0.0000,0.0000,0,0.00
react-native-slide-down-panel,1.0.8,0,2,0,0,1.0000,1.0000,2,0.00
rn-clean-architect-template,0.0.8,0,0,0,0,0.0000,0.0000,0,0.00
dicomweb-pacs,1.8.0,0,23,0,0,1.0000,1.0000,23,0.00
teamco,0.0.40,0,114,0,0,1.0000,1.0000,114,0.00
@ai-nd-co/codex,3.2.6,0,0,0,0,0.0000,0.0000,0,0.00
