package,version,fan_in_global,fan_out_global,jt_in_degree,jt_out_degree,jt_instability,global_instability,jt_dependency_score,msr_ecosystem_risk_score
raypaynpmpkg,1.3.0,0,1,0,0,1.0000,1.0000,1,0.00
ironcode-linux-x64-baseline-musl,1.20.11,0,0,0,0,0.0000,0.0000,0,0.00
opencode-collab-linux-x64,1.3.26,0,0,0,0,0.0000,0.0000,0,0.00
dina-agi,2.0.0,0,3,0,0,1.0000,1.0000,3,0.00
one_two_check,0.0.8,0,0,0,0,0.0000,0.0000,0,0.00
react-native-roi-toast,1.0.4,0,0,0,0,0.0000,0.0000,0,0.00
jp.rakai.vrenvsdk,1.3.0,0,1,0,0,1.0000,1.0000,1,0.00
@sencha/cmd-macos,8.0.0,0,1,0,0,1.0000,1.0000,1,0.00
grn-cli,0.0.6,0,13,0,0,1.0000,1.0000,13,0.00
next-hocb-2026,1.0.2,0,229,0,0,1.0000,1.0000,229,0.00
@ofeiss/hapi-win32-x64,0.15.32,0,0,0,0,0.0000,0.0000,0,0.00
homebridge-hoobs-shelly,1.6.22,0,24,0,0,1.0000,1.0000,24,0.00
@ex-machina/opencode-linux-x64-musl,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
epochcli-ai-linux-arm64-musl,2.2.2,0,0,0,0,0.0000,0.0000,0,0.00
aframe-aterrain-component,1.2.0,0,31,0,0,1.0000,1.0000,31,0.00
opencode-collab-darwin-x64,1.3.26,0,0,0,0,0.0000,0.0000,0,0.00
@ofeiss/hapi-linux-x64,0.15.32,0,0,0,0,0.0000,0.0000,0,0.00
@freetiler/nasa-bluemarble-labeled,1.0.14,0,0,0,0,0.0000,0.0000,0,0.00
fn-ai-windows-x64,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
@mv-template/telkom,0.0.13,0,80,0,0,1.0000,1.0000,80,0.00
react-native-cloud-store-revised,0.8.2,0,13,0,0,1.0000,1.0000,13,0.00
@command-center/command-center-macos-x64,0.10.0,0,0,0,0,0.0000,0.0000,0,0.00
sanxiaoxing_image,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
castelog,0.0.1,0,12,0,0,1.0000,1.0000,12,0.00
@dragon-den/install-elasticsearch-2,0.0.3,1,0,0,0,0.0000,0.0000,0,0.00
merge-polygons,1.1.3,0,7,0,0,1.0000,1.0000,7,0.00
defcode-linux-arm64,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
@react-native-school/react-native-typescript-template,1.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@ankhaa/able_ui,0.0.4,0,23,0,0,1.0000,1.0000,23,0.00
@ex-machina/opencode-linux-x64-baseline-musl,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
@owenclaw/codegenie-darwin-arm64,0.0.37,0,0,0,0,0.0000,0.0000,0,0.00
@slynch-a11y/gatsby-theme-a11y-blog,0.0.30,0,49,0,0,1.0000,1.0000,49,0.00
playscape-linux-x64,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
@cdoing/cdoing-tui-linux-x64,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@yglabs/fabric-dataagent,0.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@innovayse/geo-atlas,2.1.0,0,4,0,0,1.0000,1.0000,4,0.00
ironcode-linux-x64-baseline,1.20.11,0,0,0,0,0.0000,0.0000,0,0.00
satop,2.5.1,0,7,0,0,1.0000,1.0000,7,0.00
@arctic-cli/arctic-windows-x64,0.0.0-main-202604241053,0,0,0,0,0.0000,0.0000,0,0.00
lamprunner,1.0.5,0,1,0,0,1.0000,1.0000,1,0.00
opencode-collab-linux-arm64,1.3.26,0,0,0,0,0.0000,0.0000,0,0.00
@walkthru-earth/react-native-duckdb,0.1.5,0,16,0,0,1.0000,1.0000,16,0.00
@arctic-cli/arctic-linux-x64,0.0.0-main-202604241053,0,0,0,0,0.0000,0.0000,0,0.00
bin2npm,0.0.7,0,2,0,0,1.0000,1.0000,2,0.00
bot_genshin,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
boost.cxx,1.90.7,1,0,0,0,0.0000,0.0000,0,0.00
pixicode,1.9.0,0,0,0,0,0.0000,0.0000,0,0.00
@jonit-dev/capacitor-plugin-facebook-analytics,1.1.1,0,13,0,0,1.0000,1.0000,13,0.00
appengine-python-sdk,1.9.91,0,0,0,0,0.0000,0.0000,0,0.00
@hieuhuynh.dev/mikro-orm,6.0.1,0,36,0,0,1.0000,1.0000,36,0.00
dotnet-sdk-2.1-win-x64,2.1.1007,0,0,0,0,0.0000,0.0000,0,0.00
@skyispainted/hapi-win32-x64,0.22.13,0,0,0,0,0.0000,0.0000,0,0.00
@ww-ai-lab/openclaw,2026.3.23,0,67,0,0,1.0000,1.0000,67,0.00
@vf-alchemy/vattenfall-design-system,7.20.0,0,51,0,0,1.0000,1.0000,51,0.00
@argycloud/argy-linux-arm64,1.10.6,0,0,0,0,0.0000,0.0000,0,0.00
@yoke233/codex-acp-darwin-x64,0.11.1,0,0,0,0,0.0000,0.0000,0,0.00
@pcd/proto-pod-gpc-artifacts,0.13.0,4,0,0,0,0.0000,0.0000,0,0.00
ip-location-db,1.1.2020012618,0,5,0,0,1.0000,1.0000,5,0.00
v-art-x,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
ironcode-windows-x64-modern,1.20.11,0,0,0,0,0.0000,0.0000,0,0.00
@dragon-den/install-elasticsearch-4,0.0.3,1,0,0,0,0.0000,0.0000,0,0.00
pakkk-exceptions,2.0.2,0,65,0,0,1.0000,1.0000,65,0.00
@valhallajs/valhallajs,3.7.0,0,0,0,0,0.0000,0.0000,0,0.00
playscape-darwin-x64,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
rn-fab,0.0.6,0,0,0,0,0.0000,0.0000,0,0.00
react-native-hkit,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
ep_kotocoop_image_upload,1.2.1,0,10,0,0,1.0000,1.0000,10,0.00
nanocode-linux-x64,1.2.28,0,0,0,0,0.0000,0.0000,0,0.00
consortium,0.8.8,0,46,0,0,1.0000,1.0000,46,0.00
cc-track,2.10.0,0,13,0,0,1.0000,1.0000,13,0.00
@bitbloq/borndate,0.0.22,0,15,0,0,1.0000,1.0000,15,0.00
defcode-windows-x64-baseline,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
@zureltd/az-infra-harness,0.23.0,0,24,0,1,1.0000,1.0000,24,0.00
humancode-linux-arm64,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
@gooddollar/v8-android-jit-nointl,7.8.2,0,0,0,0,0.0000,0.0000,0,0.00
@agntcy/slim-bindings,1.4.0,0,4,0,0,1.0000,1.0000,4,0.00
yt-grabber,1.9.5,0,98,0,0,1.0000,1.0000,98,0.00
@uipath/servo,26.4.17758721-alpha,0,0,0,0,0.0000,0.0000,0,0.00
lambor33,1.0.7,0,73,0,0,1.0000,1.0000,73,0.00
react-native-face-detector,1.0.15,0,0,0,0,0.0000,0.0000,0,0.00
@redflow/cli-bin-windows,0.1.7,0,0,0,0,0.0000,0.0000,0,0.00
humancode-darwin-x64,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
noto-sans-cjk-sc,1.3.0,0,0,0,0,0.0000,0.0000,0,0.00
pixkua-erp,1.3.1,0,81,0,0,1.0000,1.0000,81,0.00
thunder-node-sdk-lite-m,0.1.16,0,7,0,0,1.0000,1.0000,7,0.00
@libingwen2022/cli,0.0.11,0,13,0,0,1.0000,1.0000,13,0.00
demucs,1.0.0,0,6,0,2,1.0000,1.0000,6,0.00
@ooeo/fast-geoip,1.1.206,0,2,0,0,1.0000,1.0000,2,0.00
dotnet-sdk-3.0-win-ia32,3.0.1007,0,0,0,0,0.0000,0.0000,0,0.00
react-native-document-reader-core-full-beta,5.1.0,0,0,0,0,0.0000,0.0000,0,0.00
@amihhs/quickly-dev-exe,0.0.4-beta.2,0,1,0,0,1.0000,1.0000,1,0.00
paradsonic-webview,0.0.3,0,2,0,0,1.0000,1.0000,2,0.00
react-native-kyc-verification,1.0.4,0,17,0,0,1.0000,1.0000,17,0.00
@devforth/adminjs,7.0.3,0,88,0,0,1.0000,1.0000,88,0.00
@bitmain/components-tree,2.0.1,0,60,0,0,1.0000,1.0000,60,0.00
@cotctl/cli-linux-x64,0.5.1,0,0,0,0,0.0000,0.0000,0,0.00
dinorpg_animations,1.0.0,0,14,0,0,1.0000,1.0000,14,0.00
@skyispainted/hapi-linux-x64,0.22.13,0,0,0,0,0.0000,0.0000,0,0.00
@boltsource/react-viro,3.0.7,0,3,0,0,1.0000,1.0000,3,0.00
@argycloud/argy-linux-x64,1.10.6,0,0,0,0,0.0000,0.0000,0,0.00
@argycloud/argy-windows-x64-baseline,1.10.6,0,0,0,0,0.0000,0.0000,0,0.00
patchy-cli-windows-x64,0.0.27,0,0,0,0,0.0000,0.0000,0,0.00
quran-cloud,1.0.0,0,3,0,0,1.0000,1.0000,3,0.00
@antcube/capnp,0.5.52,0,4,0,0,1.0000,1.0000,4,0.00
puppeteer-ci-driver,1.0.3,0,4,0,0,1.0000,1.0000,4,0.00
which-lang,1.0.2,0,2,0,0,1.0000,1.0000,2,0.00
playscape-darwin-x64-baseline,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
@assembless/react-native-material-you,1.0.0-beta.4,0,16,0,0,1.0000,1.0000,16,0.00
@jlovec/zhushen-win32-x64,0.4.1,0,0,0,0,0.0000,0.0000,0,0.00
phaser3_gui_inspector,1.2.1,0,1,0,0,1.0000,1.0000,1,0.00
bi4,0.0.7,0,86,0,0,1.0000,1.0000,86,0.00
smart-table-community,24.0.2,0,0,0,0,0.0000,0.0000,0,0.00
quiaarchitecto,1.3.0,0,38,0,0,1.0000,1.0000,38,0.00
paddleocr-js,0.3.1,0,27,0,2,1.0000,1.0000,27,0.00
@randomlabs/slate-linux-x64-baseline,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
lukeshan-nab-x-native-foundation,1.2.0,0,3,0,0,1.0000,1.0000,3,0.00
react-native-hooks-persist,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
gyqguo-sakura,1.0.7,0,0,0,0,0.0000,0.0000,0,0.00
antv-form-design,1.0.53,0,32,0,0,1.0000,1.0000,32,0.00
@slippilab/viewer,0.0.4,0,5,0,0,1.0000,1.0000,5,0.00
rep_concepts,1.0.27,0,28,0,0,1.0000,1.0000,28,0.00
@madbean/geolocations,0.0.74,0,28,0,0,1.0000,1.0000,28,0.00
@memba-labs/design-system,0.8.0,0,64,0,1,1.0000,1.0000,64,0.00
@sentre/launchpad,0.3.1,0,15,0,0,1.0000,1.0000,15,0.00
raise-common-lib-new,0.0.88,0,1,0,0,1.0000,1.0000,1,0.00
@go-len-edge/go-len-runtime-windows,1.12.5,0,0,0,0,0.0000,0.0000,0,0.00
spicedb-embedded-win32-x64,0.7.0,0,0,0,0,0.0000,0.0000,0,0.00
glooit,0.6.7,0,10,0,0,1.0000,1.0000,10,0.00
playscape-linux-x64-baseline,0.0.137,0,0,0,0,0.0000,0.0000,0,0.00
cordova-admobsdk,8.13.0,0,0,0,0,0.0000,0.0000,0,0.00
cap-creatives-ui,8.0.321,0,188,0,0,1.0000,1.0000,186,0.00
@ktree/react-native-animated-splash,1.3.7,0,0,0,0,0.0000,0.0000,0,0.00
gecko2d,0.0.30,0,16,0,0,1.0000,1.0000,16,0.00
res-react-intl,3.1.2,0,0,0,0,0.0000,0.0000,0,0.00
nvestproduct,0.0.5,0,38,0,0,1.0000,1.0000,38,0.00
phantom-react,0.1.4,0,3,0,0,1.0000,1.0000,3,0.00
weblive2d,1.0.12,0,0,0,0,0.0000,0.0000,0,0.00
@zf-web-font/sourcehansanscn,0.2.0,0,0,0,0,0.0000,0.0000,0,0.00
mypackage-webbuilder,1.0.1,0,46,0,0,1.0000,1.0000,46,0.00
@ex-machina/opencode-darwin-arm64,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
manual-markdown,1.0.5,0,11,0,0,1.0000,1.0000,11,0.00
voluptatesiusto,1.1.0,0,4,0,0,1.0000,1.0000,4,0.00
defcode-darwin-x64-baseline,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
uniapp-native-ios-part2,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
emacsadventures,4.0.0,0,0,0,0,0.0000,0.0000,0,0.00
ephe,0.0.0,0,0,0,0,0.0000,0.0000,0,0.00
mac-hbuilderx-plugin-jre,1.8.0-2021102813,0,0,0,0,0.0000,0.0000,0,0.00
@kickstartds/ds-agency-premium,2.2.1,0,65,0,0,1.0000,1.0000,65,0.00
openclaw-cortex,2026.3.18,0,76,0,0,1.0000,1.0000,76,0.00
@bbn/bbn-cp,1.0.170,0,73,0,0,1.0000,1.0000,73,0.00
humancode-linux-x64-musl,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
@growth99_plus/ngx-mat-tel-input,2.1.0,0,33,0,0,1.0000,1.0000,33,0.00
react-native-native-check,0.0.4,0,17,0,0,1.0000,1.0000,17,0.00
claudeship,0.2.40,0,1,0,0,1.0000,1.0000,1,0.00
@react-native-school/react-native-template,1.2.0,0,0,0,0,0.0000,0.0000,0,0.00
pakkk-petstore-heroku,1.1.0,0,65,0,0,1.0000,1.0000,65,0.00
@xcanwin/open-claude-code,0.5.0,0,1,0,0,1.0000,1.0000,1,0.00
react-native-bottom-modal-scrollable,0.7.2,0,21,0,0,1.0000,1.0000,21,0.00
@lenml/tokenizer-gemma2,3.7.2,0,6,0,0,1.0000,1.0000,6,0.00
@alan-ai/alan-sdk-react-native,2.9.0,0,0,0,0,0.0000,0.0000,0,0.00
world-postalcodes,1.1.12,0,3,0,0,1.0000,1.0000,3,0.00
@dragon-den/djdk,11.0.18,0,0,0,0,0.0000,0.0000,0,0.00
@nwjs-binaries/osx-x64,0.87.0-sdk,0,0,0,0,0.0000,0.0000,0,0.00
@arctic-cli/arctic-darwin-arm64,0.0.0-main-202604241053,0,0,0,0,0.0000,0.0000,0,0.00
@react-native-oh-tpl/op-sqlite,8.0.2-0.0.2,0,8,0,1,1.0000,1.0000,8,0.00
react-native-radaeepdf,0.4.0,0,19,0,0,1.0000,1.0000,19,0.00
@dragon-den/install-elasticsearch-1,0.0.3,1,0,0,0,0.0000,0.0000,0,0.00
@beaverfy/expo-fitbit,1.2.3,0,11,0,0,1.0000,1.0000,11,0.00
nanocode-windows-x64,1.2.28,0,0,0,0,0.0000,0.0000,0,0.00
rn-echarts-map,0.0.4,0,1,0,0,1.0000,1.0000,1,0.00
@overlayed/electron,33.3.0-7,0,4,0,0,1.0000,1.0000,4,0.00
react-native-thinknet-maps,1.0.0,0,22,0,0,1.0000,1.0000,22,0.00
jsx-awesome,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
stream-chat-react-native-template,2.0.3,0,2,0,0,1.0000,1.0000,2,0.00
cline-offline,1.0.8-1,0,6,0,0,1.0000,1.0000,6,0.00
defcode-windows-x64,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
nanocode-darwin-arm64,1.2.28,0,0,0,0,0.0000,0.0000,0,0.00
react-native-deepar-livestream,0.1.3,0,23,0,1,1.0000,1.0000,23,0.00
react-native-tele,0.0.9,0,11,0,1,1.0000,1.0000,11,0.00
pokemon-173112,0.0.2,0,20,0,0,1.0000,1.0000,20,0.00
react-native-iris-sdk,3.3.31,0,4,0,0,1.0000,1.0000,4,0.00
cordova.plugin.zoom-auto-audio-and-video,4.6.2166-6.514,0,0,0,0,0.0000,0.0000,0,0.00
@yoke233/codex-acp-win32-x64,0.11.1,0,0,0,0,0.0000,0.0000,0,0.00
hbuilderx-plugin-uts-development-android,1.4.9-2026011015,0,0,0,0,0.0000,0.0000,0,0.00
@yoke233/codex-acp-darwin-arm64,0.11.1,0,0,0,0,0.0000,0.0000,0,0.00
eostoken,0.0.1,0,42,0,0,1.0000,1.0000,42,0.00
@docsagent/docsagent,1.1.0,0,4,0,0,1.0000,1.0000,4,0.00
metacom-space-build,1.0.57,0,0,0,0,0.0000,0.0000,0,0.00
humancode-darwin-x64-baseline,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
heimdall-lite,2.2.6,0,97,0,0,1.0000,1.0000,97,0.00
justlovesmile-photo,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
@beanstalk/wells,1.3.1,0,1,0,0,1.0000,1.0000,1,0.00
react-native-inputt,1.0.2,0,10,0,0,1.0000,1.0000,10,0.00
ffmpeg-static-electron-jdp,2.0.3,0,2,0,0,1.0000,1.0000,2,0.00
nw_downloader_bps,1.0.3,0,1,0,0,1.0000,1.0000,1,0.00
runebase-prediction-server,1.0.0,0,31,0,0,1.0000,1.0000,31,0.00
com.github.asus4.onnxruntime-genai,0.4.5,0,1,0,1,1.0000,1.0000,1,0.00
similar-persian-words,1.0.2,0,2,0,0,1.0000,1.0000,2,0.00
luksdk-web,1.1.16,0,18,0,0,1.0000,1.0000,18,0.00
dotnet-sdk-2.1-osx-x64,2.1.1007,0,0,0,0,0.0000,0.0000,0,0.00
fbp-ap,1.0.1,0,85,0,0,1.0000,1.0000,84,0.00
2acoin-cryptonote-util,0.0.9,0,10,0,0,1.0000,1.0000,10,0.00
humancode-linux-x64-baseline-musl,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
humancode-linux-arm64-musl,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
qqcibuild,1.1.3,0,68,0,0,1.0000,1.0000,68,0.00
@tts_openapi_devmcp/tts-openapi-dev-mcp,0.1.1,0,0,0,0,0.0000,0.0000,0,0.00
bincode-dev-darwin-arm64,0.0.49,0,0,0,0,0.0000,0.0000,0,0.00
@jlovec/zhushen-linux-x64,0.4.1,0,0,0,0,0.0000,0.0000,0,0.00
objectum-firewall,1.1.9,0,3,0,0,1.0000,1.0000,3,0.00
@cdoing/cdoing-tui-windows-x64,2.0.7,0,0,0,0,0.0000,0.0000,0,0.00
@randomlabs/slate-windows-x64,1.0.29,0,0,0,0,0.0000,0.0000,0,0.00
@anonymous-dev/0x0-linux-x64-baseline-musl,6.5.2,0,0,0,0,0.0000,0.0000,0,0.00
nodebb-plugin-import-smf,0.2.5,0,7,0,0,1.0000,1.0000,7,0.00
@argycloud/argy-windows-x64,1.10.6,0,0,0,0,0.0000,0.0000,0,0.00
@codemieai/codemie-opencode-darwin-x64-baseline,0.0.47,0,0,0,0,0.0000,0.0000,0,0.00
defcode-darwin-x64,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
idesse,1.5.0,0,42,0,0,1.0000,1.0000,42,0.00
uniapp-native-ios-test-update-part1,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
mussued-live2d-api,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
apic-apiconnect,1.1.1,0,30,0,0,1.0000,1.0000,30,0.00
chealth,2.0.1,0,36,0,0,1.0000,1.0000,36,0.00
node-openalpr-shinobi,1.1.4,0,3,0,0,1.0000,1.0000,3,0.00
@senswap/launchpad,0.1.2,0,15,0,0,1.0000,1.0000,15,0.00
shiden,0.6.0,0,7,0,0,1.0000,1.0000,7,0.00
create-theta-code,1.0.8,0,1,0,0,1.0000,1.0000,1,0.00
@alexjpaz/cody,1.1.1-beta.ace69dfb2ee041afe3bdec96ebdec0b406feac9c,0,10,0,0,1.0000,1.0000,10,0.00
vuongvt-br,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@cbarroso/react-native-recaptcha,1.0.4,0,17,0,0,1.0000,1.0000,17,0.00
bincode-dev-darwin-x64,0.0.49,0,0,0,0,0.0000,0.0000,0,0.00
@command-center/command-center-win-x64-baseline,0.10.0,0,0,0,0,0.0000,0.0000,0,0.00
3d-specimen-viewer,2.0.7,0,30,0,0,1.0000,1.0000,30,0.00
kushk-thawani-react-native-sdk,0.0.3,0,18,0,0,1.0000,1.0000,18,0.00
@jlovec/zhushen-linux-arm64,0.4.1,0,0,0,0,0.0000,0.0000,0,0.00
@shopify/swcify,0.1.17,0,19,0,0,1.0000,1.0000,19,0.00
@argycloud/argy-linux-x64-baseline,1.10.6,0,0,0,0,0.0000,0.0000,0,0.00
@prima-assicurazioni/pyxis-npm,3.0.1,0,28,0,0,1.0000,1.0000,28,0.00
aurora-langium,0.4.1,0,21,0,0,1.0000,1.0000,21,0.00
cosynode,1.1.0,0,7,0,0,1.0000,1.0000,7,0.00
defcode-linux-x64-baseline,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
@erikfm/erik-code,7.0.1,0,0,0,0,0.0000,0.0000,0,0.00
humancode-linux-x64-baseline,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
defcode-linux-x64-baseline-musl,0.0.0-ci-202603151920,0,0,0,0,0.0000,0.0000,0,0.00
innerver,1.3.0,0,12,0,0,1.0000,1.0000,12,0.00
daliyuer-static,1.0.48,0,0,0,0,0.0000,0.0000,0,0.00
@anieo/codegenie-cli-linux-arm64-musl,1.3.3,0,0,0,0,0.0000,0.0000,0,0.00
react-native-angusdkobjectivec,1.0.0,0,1,0,0,1.0000,1.0000,1,0.00
easy_dash,0.0.8-d,0,5,0,0,1.0000,1.0000,5,0.00
@anonymous-dev/0x0-server-linux-x64-baseline,2.8.2,0,0,0,0,0.0000,0.0000,0,0.00
cputil-standalone,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@ofeiss/hapi-linux-arm64,0.15.32,0,0,0,0,0.0000,0.0000,0,0.00
exe-pdf-render,0.1.8,0,11,0,0,1.0000,1.0000,11,0.00
@maxlapko/screenshot-glb,1.0.0,0,5,0,0,1.0000,1.0000,5,0.00
@pyodude/pyodide,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
clothingweb,0.9.5,0,45,0,0,1.0000,1.0000,45,0.00
nodefbx,1.0.1,0,0,0,0,0.0000,0.0000,0,0.00
react-multi-select-v,0.0.2,0,10,0,0,1.0000,1.0000,10,0.00
@flamingbear/api,1.17.1-rc-2,0,77,0,1,1.0000,1.0000,77,0.00
react-native-web-to-native-template,0.0.3,0,34,0,0,1.0000,1.0000,34,0.00
crn-cli,0.1.2,0,10,0,0,1.0000,1.0000,10,0.00
@intocode-io/webdev-101,1.0.2,0,1,0,0,1.0000,1.0000,1,0.00
reactnative-lightening-wallet-rs,0.1.42,0,2,0,0,1.0000,1.0000,2,0.00
fixdog,0.1.20,0,19,0,0,1.0000,1.0000,19,0.00
@blendvision/link,1.1.0,0,3,0,0,1.0000,1.0000,3,0.00
nanocode-linux-arm64,1.2.28,0,0,0,0,0.0000,0.0000,0,0.00
mecha-axios-processer,1.4.5,0,14,0,0,1.0000,1.0000,14,0.00
@fathyb/carbonyl-linux-arm64,0.0.2-next.bacf3db,0,0,0,0,0.0000,0.0000,0,0.00
@command-center/command-center-win-arm64,0.9.1,0,0,0,0,0.0000,0.0000,0,0.00
@avemeva/agent-telegram-linux-x64,0.1.18,0,0,0,0,0.0000,0.0000,0,0.00
@xutest1/windows-x64,0.3.6,0,0,0,0,0.0000,0.0000,0,0.00
test_yxy,1.0.0,0,0,0,0,0.0000,0.0000,0,0.00
react-native-baidu-live-detect,1.0.5,0,0,0,0,0.0000,0.0000,0,0.00
tech9-cdk-nextjs-standalone,0.0.9,0,43,0,0,1.0000,1.0000,43,0.00
wrapper-meet,1.2.0,0,0,0,0,0.0000,0.0000,0,0.00
hzt_sf,1.0.3,0,2,0,0,1.0000,1.0000,2,0.00
nativescript-wikitude-chiliz,2.4.0,0,10,0,0,1.0000,1.0000,10,0.00
koishi-plugin-to-image-service-font-source-han-mono-sc,0.0.7,0,1,0,0,1.0000,1.0000,1,0.00
idg-react-native-plugin,1.1.4,0,0,0,0,0.0000,0.0000,0,0.00
realworks-template,1.0.5,0,13,0,0,1.0000,1.0000,13,0.00
codetown,0.0.59,0,46,0,0,1.0000,1.0000,46,0.00
react-native-btaskee-mini-app,1.0.2,0,32,0,0,1.0000,1.0000,32,0.00
@mojaloop/sdk-scheme-adapter,24.19.5,0,22,0,0,1.0000,1.0000,22,0.00
@matrixd-dev/test-package-2,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
dialed-admin,3.3.0,0,0,0,0,0.0000,0.0000,0,0.00
@adobe/spectrum-express-tokens,1.0.0-beta.33,0,2,0,0,1.0000,1.0000,2,0.00
email-platform,0.0.3,0,49,0,0,1.0000,1.0000,48,0.00
upscayl-ffmpeg,5.1.1,0,0,0,0,0.0000,0.0000,0,0.00
@based/db-server-linux-x64,3.2.0,0,0,0,0,0.0000,0.0000,0,0.00
dotnet-sdk-2.2-win-ia32,2.2.1007,0,0,0,0,0.0000,0.0000,0,0.00
rn-auto-height-webview,0.0.2,0,17,0,0,1.0000,1.0000,17,0.00
@robotical/martyblocks,4.0.35,0,0,0,0,0.0000,0.0000,0,0.00
choco-bot,3.0.0,0,11,0,0,1.0000,1.0000,11,0.00
react-native-game-pad,1.0.0,0,13,0,0,1.0000,1.0000,13,0.00
@fengyin-tech/cesdk,1.0.2,0,0,0,0,0.0000,0.0000,0,0.00
@charilezhou/openclaw,2026.3.28-charzhou.4,0,68,0,0,1.0000,1.0000,68,0.00
@lhama/ui-kitten,1.0.0,0,38,0,0,1.0000,1.0000,38,0.00
castclaw-linux-x64-baseline-musl,1.2.2,0,0,0,0,0.0000,0.0000,0,0.00
@kontor/kontor-sdk,1.0.0-alpha.52,0,14,0,0,1.0000,1.0000,14,0.00
newlogic,0.1.5-beta,0,65,0,0,1.0000,1.0000,65,0.00
@ex-machina/opencode-windows-x64-baseline,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
@datev/droplocation-cypress-binaries-win32,9.4.1,0,0,0,0,0.0000,0.0000,0,0.00
cordova-plugin-cfive-aware-biometrics,0.0.4,0,0,0,0,0.0000,0.0000,0,0.00
@kelda/install,0.13.1,0,4,0,0,1.0000,1.0000,4,0.00
@anonymous-dev/0x0-linux-arm64-musl,6.5.2,0,0,0,0,0.0000,0.0000,0,0.00
@dundle/resources,1.0.388,0,0,0,0,0.0000,0.0000,0,0.00
zarbis-platform-nix-i686,1.5.87,0,0,0,0,0.0000,0.0000,0,0.00
@codemieai/codemie-opencode-darwin-x64,0.0.47,0,0,0,0,0.0000,0.0000,0,0.00
cordova.plugin.eliesauveterre.zoom,4.6.2166-6.605,0,0,0,0,0.0000,0.0000,0,0.00
@matrixd-dev/test-package-3,0.0.1,0,0,0,0,0.0000,0.0000,0,0.00
@dragon-den/install-elasticsearch-5,0.0.3,1,0,0,0,0.0000,0.0000,0,0.00
zqj-pics,4.3.165,0,1,0,0,1.0000,1.0000,1,0.00
alarm-schedules,1.1.0,0,37,0,0,1.0000,1.0000,37,0.00
fhir-swagger,2.3.0,0,9,0,0,1.0000,1.0000,9,0.00
react-native-collapsible-bar-flatlist,0.1.1,0,3,0,0,1.0000,1.0000,3,0.00
ironcode-windows-x64,1.17.0,0,0,0,0,0.0000,0.0000,0,0.00
tda-de-current-format,1.0.3,0,0,0,0,0.0000,0.0000,0,0.00
wam-community,0.4.9,0,3,0,0,1.0000,1.0000,3,0.00
expandable-list,0.0.1,0,15,0,0,1.0000,1.0000,15,0.00
@hakuneko/ffmpeg-binaries,4.2.1-1,0,0,0,0,0.0000,0.0000,0,0.00
happy-dom-cli,0.1.0,0,8,0,0,1.0000,1.0000,8,0.00
@tilt.dev/tilt-inspector,0.1.8,0,12,0,1,1.0000,1.0000,12,0.00
@ex-machina/opencode-windows-x64,1.3.3001,0,0,0,0,0.0000,0.0000,0,0.00
webdriverio-automation,1.0.0,0,37,0,0,1.0000,1.0000,36,0.00
humancode-windows-x64,0.0.33,0,0,0,0,0.0000,0.0000,0,0.00
