package,avg_dependency_centrality,avg_lines_per_file,avg_function_length,avg_parameters_per_func
@raiadrogasil/pulso-react-native-components,0.0012,29.9791,21.8373,1.0383
vertx3-full,0.0000,1.0000,0.0000,0.0000
@vikasitai/vikasit-code-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@restatedev/restate-linux-arm64,0.0000,0.0000,0.0000,0.0000
@babylonjs/react-native-windows,0.0000,0.0000,0.0000,0.0000
hyperswitch-prism,0.0548,7382.6190,6.3487,1.0805
@d3k/windows-x64,0.5000,194.0000,17.1818,1.0909
azure-devops-work-items-linux,0.0000,0.0000,0.0000,0.0000
ocr-provenance-mcp,0.0045,199.1602,40.1112,1.4222
@agent-facets/cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@vikasitai/vikasit-code-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@agent-orcha/node-omni-orcha-win32-x64-cuda,0.0000,0.0000,0.0000,0.0000
fluentui-emoji,0.0000,0.0000,0.0000,0.0000
@babylonjs/react-native-windows-0-70,0.0000,0.0000,0.0000,0.0000
depository-deploy-windows,0.0000,1774.8514,8.8431,1.7171
opencode-codebase-index,0.0000,10403.5000,16.5496,1.5496
@vikasitai/vikasit-code-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@vikasitai/vikasit-code-linux-x64,0.0000,0.0000,0.0000,0.0000
@bloxbean/yaci-devkit-macos-arm64,0.0000,0.0000,0.0000,0.0000
@delta-ai/lancedb-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@rongcloud/electron,0.0000,29.8333,1.0000,1.5524
@bloxbean/yaci-devkit-linux-x64,0.0000,0.0000,0.0000,0.0000
@kyuz0/securecode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@delta-ai/lancedb-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
live2dcubismcore,0.0000,5.2500,1.0000,1.9162
symbiotic-linux-x64,0.0000,0.0000,0.0000,0.0000
@costrict/cs-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@vikasitai/vikasit-code-windows-x64,0.0000,0.0000,0.0000,0.0000
bangumi-database,0.0000,0.0000,0.0000,0.0000
live2d-widget-model,0.0621,571.7647,4.3636,0.9949
@vikasitai/vikasit-code-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@costrict/cs-linux-arm64,0.0000,0.0000,0.0000,0.0000
shr-fhir-export,0.0410,804.1786,10.6265,1.7957
@triplestepab/all-the-cities,0.0110,89.4118,20.6333,2.5333
@costrict/cs-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@kyuz0/securecode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
com.caffeine,0.0000,0.0000,0.0000,0.0000
@zenjiro-latte/latte-code-win32-x64,0.0000,0.0000,0.0000,0.0000
@costrict/cs-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@canner/cli,0.0000,19.5000,1.0000,2.0138
@intuned/cli-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
droplocation-cypress-binaries-linux,0.0000,0.0000,0.0000,0.0000
tutti-ch-styleguide,0.0039,54.1360,1.4333,1.1287
symbiotic-windows-x64,0.0000,0.0000,0.0000,0.0000
@kodaikabasawa/ccmanager-win32-x64,0.0000,0.0000,0.0000,0.0000
threed-garden,0.0015,402.3820,15.7160,1.8167
cui-llama.rn,0.0185,197.4615,26.1875,0.8125
@perf-profiler/maestro,0.0000,0.0000,0.0000,0.0000
@chinese-fonts/maple-mono-cn,0.0000,0.0000,0.0000,0.0000
@flintttan/hapi-linux-x64,0.0000,0.0000,0.0000,0.0000
azure-devops-work-items-win,0.0000,24.0000,7.0000,1.0000
@costrict/cs-windows-x64,0.0000,0.0000,0.0000,0.0000
@agent-webui/ai-desk-python-win32-x64,0.0000,0.0000,0.0000,0.0000
cmcts-c-agent-embedding,0.0000,20.5417,1.1684,1.9241
connected-spaces-platform.web,0.0000,14265.0000,5.5622,1.2197
@vikasitai/vikasit-code-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@costrict/cs-darwin-x64,0.0000,0.0000,0.0000,0.0000
tango-app-api-store-builder,0.0473,855.1014,69.9418,1.4270
@viasat/beam-fonts,0.0000,0.0000,0.0000,0.0000
@fairmint/canton-node-sdk,0.0026,94.1593,18.3535,1.1535
@flintttan/hapi-linux-arm64,0.0000,0.0000,0.0000,0.0000
@costrict/cs-linux-x64,0.0000,0.0000,0.0000,0.0000
airwatch-sdk-plugin,0.0000,57.0000,0.0000,0.0000
connected-spaces-platform.unity.core,0.0000,0.0000,0.0000,0.0000
@restatedev/restate-server-darwin-x64,0.0000,0.0000,0.0000,0.0000
oh-my-magento-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
jp.keijiro.ffmpeg-out,0.0000,0.0000,0.0000,0.0000
@vikasitai/vikasit-code-linux-arm64,0.0000,0.0000,0.0000,0.0000
@anyone-protocol/anyone-client,0.0253,84.5536,13.7216,0.8351
liveapicreator-admin-cli,0.0682,299.6226,26.5000,2.0833
@agent-lite/codex,0.0000,156.0000,13.0000,0.6667
@dannadori/blaze-pose-worker-js,0.0042,26.2000,1.0000,1.7513
@restatedev/restate-darwin-x64,0.0000,0.0000,0.0000,0.0000
@vikasitai/vikasit-code-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
@toolkit-cli/toolkode-windows-x64,0.0000,0.0000,0.0000,0.0000
@shkumbinhsn/react-icons,0.0127,3899.4324,5.2143,1.3571
acp-extension-codex-darwin-arm64,0.0000,0.0000,0.0000,0.0000
oh-my-magento-windows-x64,0.0000,0.0000,0.0000,0.0000
@proliferateai/codex-acp-linux-x64,0.0000,0.0000,0.0000,0.0000
@celo/devchain-anvil,0.0000,0.0000,0.0000,0.0000
opendocker-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@tomdra01/kntxt,0.5000,150.0000,27.1429,0.4286
@costrict/cs-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@foreverrbum/ethsign,0.0011,79.2215,5.9963,1.5542
@myorders/fleetops-engine,0.0001,4.3406,1.5586,1.6532
@wiremock/cli,0.1667,96.0000,11.7857,1.8571
@vikasitai/vikasit-code-windows-arm64,0.0000,0.0000,0.0000,0.0000
@costrict/cs-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
react-native-deepar,0.0513,59.0000,1.5000,1.1250
@agent-webui/ai-desk-python-linux-x64,0.0000,0.0000,0.0000,0.0000
@critters-rs/critters-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@agent-webui/ai-desk-python-linux-arm64,0.0000,0.0000,0.0000,0.0000
ngx-ng2-semantic-ui,0.0018,115.2480,7.3578,1.5500
react-native-paypal,0.0256,18.6364,0.0000,0.0000
meta-client,0.0325,2073.1803,31.2319,2.0384
@kyuz0/securecode-linux-x64,0.0000,0.0000,0.0000,0.0000
@vikasitai/vikasit-code-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@gooddata/fixtures,0.0526,136.9375,18.0855,3.3333
longbridge-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@kyuz0/securecode-linux-arm64,0.0000,0.0000,0.0000,0.0000
@altimateai/altimate-code-darwin-arm64,0.0000,0.0000,0.0000,0.0000
mysql-rest,0.0857,382.9286,23.3000,1.5500
@altimateai/altimate-code-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@intuned/cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@synanetics/fhir-transform,0.0750,45247.1875,19.2542,2.3390
@altimateai/altimate-code-windows-x64,0.0000,0.0000,0.0000,0.0000
@fugood/node-llama-win32-x64-cuda,0.0000,0.0000,0.0000,0.0000
piper-tts-web,0.0322,4592.8000,8.4774,1.5657
react-native-wcxa,0.0063,71.9731,11.5000,0.6667
schoolzyinstall,0.0000,554.0000,38.9048,1.3810
nativescript-wikitude,0.0476,196.1429,7.8462,0.6923
@codexed/codex-win32-x64,0.0000,0.0000,0.0000,0.0000
com.democalendernativemodule,0.0000,7.4286,0.0000,0.0000
@costrict/cs-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
senapt-development,0.0000,553.0000,38.8571,1.3810
haoshoku,0.0671,183.0476,21.4712,0.8462
repzo,0.0381,3526.9333,14.6667,1.3333
awesomesafinaz,0.0336,204.2667,15.0000,0.3333
@vacbo/oh-my-opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
@checkmarx/cdk-validator-kics,0.0379,49.5833,16.2000,0.4000
@vikasitai/vikasit-code-darwin-x64,0.0000,0.0000,0.0000,0.0000
@wasp.sh/wasp-cli-darwin-arm64-unknown,0.0040,42.4874,1.6114,1.5300
@costrict/cs-windows-arm64,0.0000,0.0000,0.0000,0.0000
@expo-google-fonts/noto-serif-sc,0.0468,6.5455,12.0000,1.0000
@kyuz0/securecode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
ngui-tools,0.0457,227.3529,25.7397,1.8356
@babylonjs/react-native-windows-0-71,0.0000,0.0000,0.0000,0.0000
com.koiusa.steammultiruntime,0.0000,0.0000,0.0000,0.0000
nuwaxcode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@btc-vision/uwebsockets.js,0.0000,201.0000,0.0000,0.0000
jeol-data-test,0.0000,4.0000,0.0000,0.0000
nuwaxcode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
lepton-dx-windows-x64,0.0000,0.0000,0.0000,0.0000
@tjelvar/dummy-html,0.0000,3.1667,0.0000,0.0000
@moreyears/icons,0.0000,31343.0000,1.0000,1.5294
@taprun/cli-win32-x64,0.0000,0.0000,0.0000,0.0000
@ianlucas/cs2-lib,0.0000,0.0000,0.0000,0.0000
@prometheansacrifice/esy-bash,0.2000,42.0000,15.3333,1.2222
@rspack-debug/binding-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@ibm/plex-sans-sc,0.0000,0.0000,0.0000,0.0000
@unstoppabledomains/firebase-auth,0.0000,785.7352,11.9822,1.6691
lark-opencode-darwin-x64,0.0000,0.0000,0.0000,0.0000
itk-vtk-viewer,0.0019,145.9130,3.6221,1.6316
@altimateai/altimate-code-linux-x64,0.0000,0.0000,0.0000,0.0000
@elastic/elastic-ramen-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@elastic/elastic-ramen-linux-x64,0.0000,0.0000,0.0000,0.0000
@sfdxy/sf-documentation-knowledge,0.0116,104.9194,26.7885,1.1538
@appaloft/cli-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@agentmark-ai/cli,0.0031,65.3842,2.8869,1.6399
@mona-app/mona-rn-ui,0.0166,63.2840,16.7742,1.4194
@hypersetai/hyperset-cli-linux-x64,0.0000,4.0000,0.0000,0.0000
com.wallstop-studios.unity-helpers,0.0000,164.1020,5.2534,1.1217
@elastic/elastic-ramen-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
nuwaxcode-linux-arm64,0.0000,0.0000,0.0000,0.0000
@taprun/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
node-aix-ppc64,0.0000,0.0000,0.0000,0.0000
@lzhoucs/html2canvas,0.0028,70.8457,9.8271,1.6157
kajji-linux-x64,0.0000,0.0000,0.0000,0.0000
@pizzapi/cli-win32-x64,0.0091,408.9091,16.9312,1.3228
nuwaxcode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@elastic/elastic-ramen-linux-arm64,0.0000,0.0000,0.0000,0.0000
@hypersetai/hyperset-cli-win32-x64,0.0000,4.0000,0.0000,0.0000
@legna-lnc/legnacode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@here/harp-map-theme,0.0000,3.5000,0.0000,0.0000
@elastic/elastic-ramen-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
react-native-dynamic-bundle,0.5000,37.5000,0.0000,0.0000
reactnative-line-awsome,0.0002,10.9752,3.0000,1.0000
opkg,0.0101,183.3646,21.5473,1.9890
@elastic/elastic-ramen-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@kyuz0/securecode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@elastic/elastic-ramen-windows-x64,0.0000,0.0000,0.0000,0.0000
@unbraided/kenal-ekyc-rn,0.0086,76.2034,36.0366,1.3415
react-native-zoom-us-reaction,0.0000,3.0000,0.0000,0.0000
@appaloft/cli-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
bookiza,0.0427,92.4444,20.5943,1.0849
nuwaxcode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
scratch3apk,0.0000,46.0000,18.5000,0.0000
@fivetrandevelopers/zetasql,0.0009,12.5915,7.0000,0.5000
@vacbo/oh-my-opencode-windows-x64,0.0000,0.0000,0.0000,0.0000
@appaloft/cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
emception,0.0063,75.8046,10.5000,1.3657
@_unit/unit,0.0007,204.5258,6.3456,2.0147
@entrust.corporation/idvsdk-reactnative,0.0036,27.8452,8.7857,1.4286
@pstdio/cli-linux-x64-musl,0.0000,2.0000,0.0000,0.0000
@appaloft/cli-linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
@fivetrandevelopers/zetasql-snowflake,0.0008,12.9208,7.0000,0.5000
@elastic/elastic-ramen-windows-arm64,0.0000,0.0000,0.0000,0.0000
jbs-client-windows-x64,0.0000,0.0000,0.0000,0.0000
@here/harp-examples,0.0023,191.9355,6.5020,1.7214
nuwaxcode-windows-x64,0.0000,0.0000,0.0000,0.0000
php-wasm,0.0190,90.5714,1.0595,2.0100
@appaloft/cli-win32-x64,0.0000,0.0000,0.0000,0.0000
@taprun/cli-darwin-x64,0.0000,0.0000,0.0000,0.0000
alopeyk-map,0.0889,80.7143,0.0000,0.0000
gramma-lite,0.0129,183.4778,13.7713,1.4125
react-native-wg,0.0000,108.5000,6.2813,1.4063
@vacbo/oh-my-opencode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@appaloft/cli-win32-arm64,0.0000,0.0000,0.0000,0.0000
@elastic/elastic-ramen-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@hypersetai/hyperset-cli-linux-arm64,0.0000,4.0000,0.0000,0.0000
react-native-networking-patch,0.0000,65.0000,20.0000,2.0000
@lbennett/yuzu,0.0273,36.2787,1.3158,1.0000
hyposcript,0.0179,43.1429,5.1702,1.1064
movr_module_rn,0.0000,3.5000,0.0000,0.0000
@yowasp/nextpnr-ecp5,0.0000,18214.0000,193.8073,1.7339
@unifast/node,0.0000,354.0000,15.6667,1.6667
@pstdio/cli-linux-x64,0.0000,2.0000,0.0000,0.0000
lbug,0.0141,149.1961,19.4545,1.0000
@postman/pm-bin-macos-x64,0.0042,122.8072,19.4268,1.4629
font-online,0.0000,53.0000,3.0000,0.0000
@triniwiz/nativescript-couchbase,0.0000,866.4000,34.9565,1.5217
@altimateai/altimate-code-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@fugood/node-llama-linux-arm64-cuda,0.0000,0.0000,0.0000,0.0000
esy-bash,0.1000,87.4000,13.8710,1.1613
nuwaxcode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@restatedev/restate-server-linux-arm64,0.0000,0.0000,0.0000,0.0000
@0x/mesh-browser,0.0182,584.6364,79.3636,1.0909
checkapicall,0.0042,17.0500,1.3308,1.9425
@taprun/cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
interactive-brokers-mcp,0.0321,979.5758,15.3346,1.7240
react-native-soda-update,0.0000,3.0000,0.0000,0.0000
dfcode-darwin-x64,0.0000,0.0000,0.0000,0.0000
@altimateai/altimate-code-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@portal-hq/core,0.0071,181.5232,7.1017,1.1308
@proliferateai/codex-acp-darwin-arm64,0.0000,0.0000,0.0000,0.0000
react-viro,0.0255,147.2656,14.2500,1.7500
kajji-linux-arm64,0.0000,0.0000,0.0000,0.0000
@repeato/ocr,0.0156,808.3929,13.4551,1.6105
@freetiler/nasa-bluemarble,0.0000,3.0000,0.0000,0.0000
@cometix/codex,0.0000,204.0000,13.0000,0.6667
dfcode-linux-x64,0.0000,0.0000,0.0000,0.0000
@codexed/codex-linux-x64,0.0000,0.0000,0.0000,0.0000
@ironfish/rust-nodejs-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@altimateai/altimate-code-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@followthecode/cli,0.0000,82.1667,27.5833,0.0833
node-source-han-sans-sc,0.0000,0.0000,0.0000,0.0000
lark-opencode-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
@wingconsole/desktop-win32-arm64,0.0000,3.0000,0.0000,0.0000
@zhbhun/background-removal,0.0000,10.1429,1.0000,1.9145
@restatedev/restate-darwin-arm64,0.0000,0.0000,0.0000,0.0000
org.outernet.cesium-unity,0.0000,0.0000,0.0000,0.0000
bruker-data-test,0.0000,7.3333,0.0000,0.0000
lark-opencode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
fpp-react-native-module,0.0000,97.0000,7.6897,1.2069
ading-videobed_01,0.0000,0.0000,0.0000,0.0000
@t12v/xbau-releases,0.0000,0.0000,0.0000,0.0000
bun-webkit-linux-amd64,0.0000,26.0000,0.0000,0.0000
node-source-han-sans,0.0000,0.0000,0.0000,0.0000
lark-opencode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
relic-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
twemazing,0.0000,0.0000,0.0000,0.0000
@dxos/signal,0.0000,85.0000,14.7500,1.7500
mode-front-end,0.0164,43.4348,18.3902,1.3537
@ui-vts/icons-angular,0.0000,2.9119,0.0000,0.0000
convert-multiple-files-ul,0.0000,53.2500,10.1176,0.9412
@proliferateai/codex-acp-win32-x64,0.0000,0.0000,0.0000,0.0000
@restatedev/restate-server-darwin-arm64,0.0000,0.0000,0.0000,0.0000
regula-wasi,0.0000,85.6667,44.5000,2.0000
@febe95/vue-js-modal,0.0044,17.4706,1.7072,1.6793
@proliferateai/codex-acp-darwin-x64,0.0000,0.0000,0.0000,0.0000
acp-extension-codex-win32-x64,0.0000,0.0000,0.0000,0.0000
io.coherence.sdk,0.0000,0.0000,0.0000,0.0000
react-native-image-offline,0.0604,55.3077,29.0000,2.0000
backlog.md-windows-x64,0.0000,0.0000,0.0000,0.0000
@teller-protocol/v2-contracts,0.0002,240.1282,3.5630,1.0588
@filen/sdk-rs,0.0455,2753.9091,38.9221,1.5584
@proliferateai/codex-acp-linux-arm64,0.0000,0.0000,0.0000,0.0000
hbuilderx-plugin-uniappx-launcher,0.0000,0.0000,0.0000,0.0000
musiccdn-ariasaka,0.0000,0.0000,0.0000,0.0000
telescope-prisma-client,0.0171,434.7778,1.1453,1.5934
@fabriccode/cli-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@acalcutt/maplibre-gl-native,0.0035,171.3728,18.2885,1.7874
@apache-royale/royale-js-swf,0.0001,220.8835,12.5952,0.2602
@aictrl/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
dfcode-windows-x64,0.0000,0.0000,0.0000,0.0000
quickmcp-server,0.0018,246.7509,5.7840,1.5683
lark-opencode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@codexed/codex-linux-arm64,0.0000,0.0000,0.0000,0.0000
@fabriccode/cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@twsxtd/hapi-linux-arm64,0.0000,0.0000,0.0000,0.0000
code-monkey-ui,0.0005,142.6345,12.2613,1.5796
@delta-ai/lancedb-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@syncfusion/ej2-js-es5,0.0000,252539.5000,15.3659,1.6992
zwift-second-screen,0.0299,123.9667,1.9316,1.9316
@pocketpalai/llama.rn,0.0216,305.2727,22.1558,1.0779
@ip-location-db/dbip-city-7z,0.0000,0.0000,0.0000,0.0000
@fugood/node-whisper-win32-x64-cuda,0.0000,0.0000,0.0000,0.0000
@dfhernandez/sds-react-native-components,0.0018,31.9516,77.8649,1.0000
@fabriccode/cli-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
victory-docs,0.0000,11.2500,1.0055,1.6844
ideavo-code-linux-arm64,0.0000,0.0000,0.0000,0.0000
@codebet/geoip-lite-auto-update,0.1428,198.8571,44.8000,1.6800
@fabriccode/cli-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@rainy-updates/cli,0.0048,62.5216,28.0570,1.5579
@react-native-ai/mlc,0.0261,64.6471,10.5882,0.8235
cl-lite,0.0000,88.5000,2.8041,1.5258
cordova-plugin-documentreader,0.0000,8.0000,0.0000,0.0000
@spacesprotocol/react-native-libveritas,0.0375,667.1250,15.4211,0.9123
@hatijs/helper,0.0708,175.5625,30.0000,1.7308
smolerclaw,0.0000,2748.0000,2.0506,1.4259
tapestry-integration,0.0265,55.5769,2.8630,1.8365
@firestone-hs/hs-replay-xml-parser,0.0061,10509.1230,18.9773,1.9091
ideavo-code-windows-x64,0.0000,0.0000,0.0000,0.0000
sudachi-wasm333,0.0000,590.5000,24.3462,1.5000
@cyclonedx/cdxgen-plugins-bin-linux-arm,0.0000,7.0000,0.0000,0.0000
@openfonts/noto-serif-sc_all,0.0000,0.0000,0.0000,0.0000
react-native-nitro-inspire-face,0.0061,56.3699,22.4375,1.6875
com.microsoft.mesh.toolkit.preview,0.0000,0.0000,0.0000,0.0000
coinstac-simulator,0.0152,44.0000,34.2857,1.8571
jverification-react-native,0.0379,71.1000,0.0000,0.0000
@synsci/cli-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
pii-paladin,0.0000,171.0000,144.0000,1.0000
@fabriccode/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
icon-blender,0.1072,35.2500,43.7500,2.0000
@seekdb/js-bindings,0.1667,63.3333,14.0000,0.0000
@njam-data/nj-census-2020,0.1667,37.5000,20.8000,0.6000
lark-opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
dfcode-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@mhingston5/safetynet,0.0026,38.4882,18.4444,1.4815
matrix-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@ekkos/remote,0.0506,698.0000,30.0513,1.1979
nmredata-data-test,0.0000,3.6667,0.0000,0.0000
cddp-ui,0.0142,50805.3333,18.5698,2.1515
@altimateai/altimate-code-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
matrix-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@memclaw/bin-linux-x64,0.0000,0.0000,0.0000,0.0000
lucky-lillia-desktop-macos-arm64,0.0000,0.0000,0.0000,0.0000
matrix-windows-x64,0.0000,0.0000,0.0000,0.0000
react-native-epson-epos-printer,0.0000,90.0000,0.0000,0.0000
@fabriccode/cli-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@diwou/h265ize,0.1030,390.0000,18.0000,1.6294
yyz2,0.0000,0.0000,0.0000,0.0000
com.github.asus4.onnxruntime,0.0000,0.0000,0.0000,0.0000
@altimateai/altimate-code-linux-arm64,0.0000,0.0000,0.0000,0.0000
jcamp-data-test,0.0000,33.6667,0.0000,0.0000
@upscalerjs/maxim-deblurring,0.0199,14.1667,12.6923,1.0000
matrix-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@fabriccode/cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@firestitch/codegenerator,0.0020,17.4976,1.2547,2.0989
dotnet-sdk-2.2-win-x64,0.0000,5.0000,0.0000,0.0000
mkschart-react-native-latest,0.0571,401.5714,490.0000,0.7273
matrix-windows-arm64,0.0000,0.0000,0.0000,0.0000
@iy4u/common-client-lib,0.0154,92.3818,28.6792,1.9434
@fabriccode/cli-darwin-x64,0.0000,0.0000,0.0000,0.0000
@aaif/goose-binary-linux-arm64,0.0000,0.0000,0.0000,0.0000
ideavo-code-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
lark-opencode-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@setprotocol/set-protocol-v2,0.0004,244.4618,5.6147,0.9218
lark-opencode-windows-x64,0.0000,0.0000,0.0000,0.0000
ucd-full,0.0000,2.0000,1.0000,0.0000
deepspeech,0.1667,222.3333,4.0000,0.8571
@divitkashyap/chameleon-tui,0.0000,1326.0000,28.1667,6.3889
@altimateai/altimate-code-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@joystick.js/db-canary,0.0170,194.6686,12.1396,1.7927
@timewallllll/enhance-claude,0.0000,16.0000,0.0000,0.0000
ideavo-code-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@synsci/cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@finbourne/lusid-sdk-angular14,0.0000,47.5716,0.0000,0.0000
@synsci/cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
@fabriccode/cli-windows-x64,0.0000,0.0000,0.0000,0.0000
matrix-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
matrix-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@itentialopensource/adapter-kubernetes,0.0353,4517.2308,24.3971,1.8382
@fabriccode/cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
@babylonjs/react-native-basekit-windows-0-69,0.0000,0.0000,0.0000,0.0000
com.microsoft.mesh.toolkit,0.0000,0.0000,0.0000,0.0000
react-native-bnq-face-verify,0.0000,29.0000,0.0000,0.0000
@lenml/tokenizer-gptoss,0.0714,9.4000,1.1714,1.2000
@synsci/cli-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
lark-opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
lark-opencode-linux-arm64,0.0000,0.0000,0.0000,0.0000
defcode-linux-x64,0.0000,0.0000,0.0000,0.0000
scu-web-components,0.0023,95.2267,2.8835,1.4587
kpiplus,0.0065,2.4289,1.0167,1.9583
@synsci/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
@rarimo/zkp-gen-iden3,0.0087,68.2500,15.8793,1.2931
@agilemotion/oui-react-js,0.0095,162.4524,18.3682,1.1450
@cryptomines/cli,0.0000,2.0000,0.0000,0.0000
@fabriccode/cli-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
@altimateai/altimate-code-darwin-x64,0.0000,0.0000,0.0000,0.0000
@getgrit/gritql-darwin-universal,0.0000,0.0000,0.0000,0.0000
sudachi,0.0000,90.0000,15.6250,1.3750
mtg-crucible,0.0211,104.6964,25.4724,2.7975
@zkopru/prisma,0.0009,231.0265,1.0987,1.4466
@suns/react-monorepo-nx,0.0004,36.9400,1.1746,1.1919
@stargatefinance/stg-evm-v2,0.0000,2259.1500,1.1392,1.0506
finny-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@fathyb/carbonyl-macos-arm64,0.0000,1.0000,0.0000,0.0000
@altimateai/altimate-code-windows-arm64,0.0000,0.0000,0.0000,0.0000
react-native-hgraph,0.0184,72.8824,13.1667,1.3333
react-native-react-record,0.1000,16.8000,0.0000,0.0000
react-native-unified-contacts,0.1667,54.0000,0.0000,0.0000
idquia,0.0003,50.2763,31.9876,1.0093
matrix-darwin-x64,0.0000,0.0000,0.0000,0.0000
react-native-openalpr,0.0500,41.2500,18.3333,1.3333
@upscalerjs/maxim-denoising,0.0199,14.1667,12.6923,1.0000
@synsci/cli-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
serenityapplication,0.0000,536.0000,37.1429,1.2857
npm.dot.test,0.0000,0.0000,0.0000,0.0000
@ubiquity6/client-test-bulk-data,0.0000,0.0000,0.0000,0.0000
coc-sonarlint,0.0000,14248.0000,14.7013,1.7511
0byte-opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
finny-darwin-arm64,0.0000,0.0000,0.0000,0.0000
drill_down_chart,0.0667,6690.7778,17.6040,1.6952
