package,avg_dependency_centrality,avg_lines_per_file,avg_function_length,avg_parameters_per_func
@nevermined-io/sdk,0.0128,93.3333,1.7204,1.9451
chat-widget-paul,0.0000,29138.0000,50.2159,2.0443
webprojeacyber,0.0293,105.4595,50.1333,0.8667
hivechat-test1,0.0000,1.0000,0.0000,0.0000
qiaoji,0.0000,1.0000,1.0000,0.2857
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-summarize-complex-information,0.0000,1.0000,0.0000,0.0000
loastacroreactnativeopenalpr,0.0500,41.2500,18.3333,1.3333
kectl,0.0000,39.0000,5.6667,0.6667
react-native-nitro-xray-core,0.0179,6.1250,0.0000,0.0000
@gitspace/linux-x64,0.0000,0.0000,0.0000,0.0000
pakkk-examplespec,0.0135,118.1186,5.3529,1.3676
fi-components,0.0041,80.0533,6.7917,0.2917
reactnativeselectscreen,0.0357,15.5000,0.0000,0.0000
mydocscanner,0.0476,59.0000,0.0000,0.0000
zcrafter,0.0000,32.5000,27.5000,0.0000
agent-swarm-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
mertkul,0.0000,1577.6667,10.1814,1.3138
bare-gtk,0.2500,10.8000,0.0000,0.0000
devtopai-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
react-test-aga6,0.0000,3.0000,0.0000,0.0000
ironcode-linux-x64,0.0000,0.0000,0.0000,0.0000
@thesolaceproject/emberharmony-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
com.warwlock.mtree,0.0000,0.0000,0.0000,0.0000
epochcli-ai-linux-x64,0.0000,0.0000,0.0000,0.0000
@teleai/starcode-windows-x64,0.0000,0.0000,0.0000,0.0000
@beland/unity-renderer,0.0000,3190.8571,5.0584,4.0534
n8n-nodes-ttsbro,0.0000,155.5000,20.3333,1.3333
droplocation-cypress-binaries,0.0000,0.0000,0.0000,0.0000
@thebushidocollective/han-linux-arm64,0.0000,0.0000,0.0000,0.0000
@grapheene/grapheene,0.0325,85.6857,7.0000,1.2319
osa-mcp-windows-x64,0.0000,0.0000,0.0000,0.0000
ps-project,0.0151,672.7667,9.6140,1.3494
@a2a-ai/ata-shell-tool-mcp,0.0000,250.0000,18.0833,1.8333
kmap-ui,0.0082,160.9204,6.5801,2.1563
react-native-alibaichuanupdate,0.0000,72.0000,0.0000,0.0000
@ex-machina/opencode-darwin-x64,0.0000,0.0000,0.0000,0.0000
gamernotitle-assets,0.0000,479.8125,8.4327,1.5388
@heidi-dang/oh-my-opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
@ogdev/opencode-crew-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
rust-http-playback-proxy,0.0556,95.7000,16.0000,0.6957
unlock-deck-viewer,0.2000,64.4000,6.3333,2.0667
com.ant-automation.antcity.unity.ui,0.0000,0.0000,0.0000,0.0000
frontier-3d-viewer,0.0023,2151.5957,17.7682,1.8168
cloud-port-backage,0.0000,3.0000,0.0000,0.0000
covidvizualizer,0.1000,84.0000,10.2326,1.8837
basic-react-steps,0.0316,63.4667,19.6400,1.3200
bare-ndk,0.2000,10.8333,0.0000,0.0000
@nwjs-binaries/osx-arm64,0.0000,9.0000,0.0000,0.0000
puppeteer-fixed,0.0000,3.0000,0.0000,0.0000
jmrtc-react-native-ys,0.5000,132.0000,0.0000,0.0000
@things-scene/visualizer,0.0105,163.0115,4.8267,2.2178
react-native-scanner-credit-card,0.0667,15.6667,7.0000,0.0000
javajre-darwin-arm64,0.0000,0.0000,0.0000,0.0000
pakkk-headaliasexample,0.0083,68.5135,5.0357,1.1250
@arctic-cli/arctic-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@doku-app/linux-arm64,0.0000,0.0000,0.0000,0.0000
--123hoodmane-pyodide,0.0139,828.6250,2.3178,2.0113
@ashew/hello-world,0.0028,199.1887,8.9435,1.3589
fiftyonedegreeslitetrie,0.0000,1.0000,0.0000,0.0000
agent-swarm-cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@harvi-code/harvicode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
holo-project,0.0513,23.5385,1.1120,2.1321
@anieo/codegenie-cli-linux-arm64,0.0000,0.0000,0.0000,0.0000
@fathyb/carbonyl-macos-amd64,0.0000,1.0000,0.0000,0.0000
puppeteer-ci-driver-win64,0.3333,22.3333,10.3333,0.5000
turborepo-taiwlind-husky,0.0001,138.8313,3.6990,1.4235
@anieo/codegenie-cli-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
jxiaoc,0.0000,0.0000,0.0000,0.0000
@sabirimanov/cordova-plugin-openalpr,0.0000,66.3333,12.0000,0.3333
react-native-neural-wallet-lib,0.0364,806.1818,13.6585,1.1707
@teleai/starcode-linux-arm64,0.0000,0.0000,0.0000,0.0000
404skill,0.0000,18.0000,0.0000,0.0000
@memvid/cli-win32-x64,0.0000,0.0000,0.0000,0.0000
@arctic-cli/arctic-darwin-x64,0.0000,0.0000,0.0000,0.0000
xpzmusic123,0.0000,0.0000,0.0000,0.0000
@phidiassj/aiyoperps-linux64,0.0000,26.6667,0.0000,0.0000
google-cloud-run-node18-ffprobe-static,0.0000,0.0000,0.0000,0.0000
@kuzulabz/expo-kagome,0.0409,52.2778,7.6857,1.0857
bluprcrypt,0.0000,0.0000,0.0000,0.0000
@madbean/authentication,0.1333,26.8333,6.1429,1.4286
gemini-wrapped-windows-x64,0.0000,0.0000,0.0000,0.0000
zyang18,0.0000,0.0000,0.0000,0.0000
norway_emacs,0.0000,0.0000,0.0000,0.0000
zyang31,0.0000,0.0000,0.0000,0.0000
vm-wui,0.0641,141.2857,25.2500,0.7500
@preetk/test,0.0000,6.4286,0.0000,0.0000
nodejs-nomer,0.0778,90.1000,3.0294,1.7059
@dylanvann/ffmpeg-static,0.0000,22.0000,0.0000,0.0000
smartimob-cli,0.0000,233.5000,64.5000,0.8333
my_native_module,0.0417,17.7778,29.0000,1.0000
calendermodule,0.0000,6.5000,0.0000,0.0000
rnbaidumapkit,0.0000,0.0000,0.0000,0.0000
@tokenring-ai/coder,0.0000,103.5000,1.0388,1.5592
timeclockwizard,0.0000,143.3429,5.2104,1.5082
power-electron,0.1000,4412.5000,13.7500,0.2500
happy-codex,0.0671,781.8636,35.8148,0.9798
agent-swarm-cli-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
@wispbit/local-darwin-arm64,0.0000,0.0000,0.0000,0.0000
lenz_ai_camera_x86,0.0000,8.0000,0.0000,0.0000
bincode-dev-linux-x64,0.0023,4.8588,1.0411,1.5530
viby-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@socketsupply/socket-darwin-arm64,0.0833,48.5000,47.3333,0.0000
@doku-app/linux-x64,0.0000,0.0000,0.0000,0.0000
electron-trueos,0.0000,0.0000,0.0000,0.0000
castclaw-linux-arm64,0.0017,6.4865,1.0650,1.4605
@hdwebsoft/hdcode-ai-darwin-x64,0.0000,0.0000,0.0000,0.0000
agent-swarm-cli-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@dragon-den/dopensearch,0.0000,0.0000,0.0000,0.0000
nlptoolkit-spellchecker,0.0425,95.3846,8.0000,1.0000
@ex-machina/opencode-linux-arm64,0.0000,0.0000,0.0000,0.0000
agent-swarm-cli-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
castclaw-darwin-x64-baseline,0.0017,6.4865,1.0650,1.4605
@parham125/n8jovjyzhqk9,0.0000,1.0000,0.0000,0.0000
react-native-arc-soft-face,0.0000,3.0000,0.0000,0.0000
plan-elige,0.0015,45.9150,8.0833,1.4167
@teleai/starcode-linux-x64,0.0000,0.0000,0.0000,0.0000
aboocode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
gatsby-starter-signalwerk,0.0000,32.3333,0.0000,0.0000
obj2usdz,0.0000,21.0000,19.0000,1.0000
@doku-app/darwin-x64,0.0000,0.0000,0.0000,0.0000
@midion/electron,0.3333,23.0000,14.0000,0.0000
@dragon-den/install-opensearch-3,0.0000,0.0000,0.0000,0.0000
@ansvar/zimbabwe-law-mcp,0.0291,54.2273,32.3721,1.2558
@doku-app/darwin-arm64,0.0000,0.0000,0.0000,0.0000
@yaju810/data-1-0,0.0416,35783.7917,0.0000,0.0000
@shaanhurley/trilliant-package,0.0553,49.1429,18.8182,0.6364
npmmgr,0.0000,0.0000,0.0000,0.0000
oh-my-opencode-gpt-slim-linux-x64,0.0000,0.0000,0.0000,0.0000
babylonnativepackage,0.0000,0.0000,0.0000,0.0000
@colijnit/corecomponents_v9,0.0026,100.7396,6.6892,1.0248
io-anyline-cordova-nopods,0.0000,8.9091,1.0000,1.7131
yurik_music,0.0000,0.0000,0.0000,0.0000
@supernovae-st/nika-darwin-x64,0.0000,0.0000,0.0000,0.0000
codex-wrapped-noyrlimit-windows-x64,0.0000,0.0000,0.0000,0.0000
mern-stream,0.0000,10.5000,3.8333,2.3333
@gaozh1024/rn-aliyun-asr,0.0379,174.5833,2.5000,0.5000
payerland,0.0243,137.2308,1.0000,1.2759
@bienvenueenmordor/test-mbr,0.0000,0.0000,0.0000,0.0000
@creavite/ffprobe-static,0.5000,15.5000,0.0000,0.0000
@babylonjs/react-native-basekit-windows-0-64,0.0000,0.0000,0.0000,0.0000
react-native-paypal-gateway,0.0000,3.0000,0.0000,0.0000
custom-serverless,0.0065,109.8129,20.1935,1.3226
@golde/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
my-font-package,0.0000,0.0000,0.0000,0.0000
com.ant-automation.antcity.textures1.propspack,0.0000,0.0000,0.0000,0.0000
javajre-linux-arm64,0.0000,0.0000,0.0000,0.0000
longbridge-linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
ls_middleware,0.5000,73.5000,7.0833,1.5833
@caoshouse/imagick_x86,0.0000,6.0000,3.0000,0.0000
@hdwebsoft/hdcode-ai-windows-x64,0.0000,0.0000,0.0000,0.0000
@zelo/zelosh-linux-x64,0.0000,0.0000,0.0000,0.0000
@scottsus/opencode-linux-x64,0.0000,0.0000,0.0000,0.0000
@cerulin/chell,0.0296,6.0714,1.2998,0.9382
nngeogonganauth6,0.0000,7.0000,0.0000,0.0000
opengraphica,0.0044,263.2270,18.9194,1.6036
agent-swarm-cli-windows-arm64,0.0000,0.0000,0.0000,0.0000
cordova-plugin-document-reader-core-barcodemrzrfid,0.0000,0.0000,0.0000,0.0000
@scottsus/opencode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
@hasnentai/geekyants-rn-deepar,0.0513,58.6923,1.5000,1.1250
@geraldn/generator-gsndnn,0.0146,107.5833,8.5294,0.8824
random-require,0.0000,1.0000,0.0000,0.0000
agent-swarm-cli-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@rmbg/model-isnet-anime,0.0000,18.0000,0.0000,0.0000
rwanda-location-lookup,0.0000,566.0000,13.0698,1.4419
evm-lite-cli,0.0162,54.0128,1.8120,1.0256
npm_diriver,0.0000,0.0000,0.0000,0.0000
@vibetechnologies/opencode-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
liam-tools-sql-tools,0.0000,0.0000,0.0000,0.0000
@domainellipticlanguage/mtg-crucible,0.0372,135.2083,27.2857,2.5414
aboocode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@dddfffppp/react-native-alibcsdk,0.0000,24.6667,1.0000,1.0000
peritext-template-deucalion,0.0203,163.7073,18.2121,1.2576
shap22-generator,0.0000,0.0000,0.0000,0.0000
cowac2,0.0437,390.6857,7.8108,1.5068
@yglabs/workiq-mcp,0.5000,56.0000,12.0000,0.5714
eve-tflyolo,0.0000,11.3333,3.0000,2.0000
speedi-personalpackage,0.0000,0.0000,0.0000,0.0000
@shined/spack-binding-linux-arm64-gnu,0.0000,0.0000,0.0000,0.0000
@vibetechnologies/opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
xquant-puppeteer-pdf,0.0714,19.2500,1.4146,1.9512
sevencode-core-linux-arm64,0.0000,0.0000,0.0000,0.0000
codemachine-windows-x64,0.0000,0.0000,0.0000,0.0000
@toolkit-cli/toolkode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@matrixd-dev/test-package-11,0.0000,10.0000,0.0000,0.0000
moyu-cdnms-pkg-02,0.0000,0.0000,0.0000,0.0000
oh-my-xcsh-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
oh-my-xcsh-windows-x64,0.0000,0.0000,0.0000,0.0000
@imam-inter/open-im-sdk-rn,0.0143,154.5333,0.0000,0.0000
@quietghost/x-cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@renxqoo/renx-code-linux-arm64,0.0000,4104.0000,14.6081,1.7162
ssu-mxgraph-js,0.0000,1314.3129,14.8387,2.0586
@ethoko/cli-windows-x64,0.0000,0.0000,0.0000,0.0000
@toolkit-cli/toolkode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
mecab-ya-wrapper-ko,0.0833,42.7500,9.3333,1.8889
liam-tools-dbeaver,0.0000,0.0000,0.0000,0.0000
@filen/web,0.0100,81.2800,4.2030,1.6689
fastapidoc,0.0000,0.0000,0.0000,0.0000
@haxtheweb/video-player,0.0667,475.4000,6.5000,1.0000
@ansvar/russian-law-mcp,0.0273,66.7857,29.7818,1.2000
@babylonjs/react-native-windows-0.70,0.0000,0.0000,0.0000,0.0000
taurify,0.1667,119.3333,14.0000,0.0000
cef-screenshot-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@annotorious/plugin-segment-anything,0.0015,782.9459,35.9347,1.7836
pkgviz,0.0009,39.0444,1.2616,1.4283
node-red-zoracledb,0.0000,398.0000,53.0000,1.3750
@beam-me-up/cats,0.0000,176.0000,19.7143,1.0000
react-native-component-test2021,0.0333,7.1429,14.0000,1.0000
cef-screenshot-linux-arm-gnueabihf,0.0000,0.0000,0.0000,0.0000
@hdwebsoft/hdcode-ai-linux-arm64,0.0000,0.0000,0.0000,0.0000
@zelo/zelosh-linux-arm64,0.0000,0.0000,0.0000,0.0000
@lolistream/react-native-resvg,0.0364,125.3636,7.7143,0.2857
@cpp.js/package-proj,0.0000,32.0000,0.0000,0.0000
@huteming/jhsy,0.0003,3299.0427,11.7573,1.4826
@zelo/zelosh-win32-arm64,0.0000,0.0000,0.0000,0.0000
@scottsus/opencode-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
myui-bootstrap,0.0141,743.4545,21.0406,1.5844
elevation-net-app,0.0220,21.1667,14.5000,0.0000
@memvid/cli-darwin-x64,0.0000,0.0000,0.0000,0.0000
@ronii/zerokey-windows-arm64,0.0000,0.0000,0.0000,0.0000
us-counties,0.0000,24.0000,0.0000,0.0000
viz-library,0.0015,259.2105,14.0431,1.9709
aboocode-linux-x64,0.0000,0.0000,0.0000,0.0000
rird-windows-x64,0.0000,0.0000,0.0000,0.0000
@ex-machina/opencode-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
coursedio-0snoitadnuof-gnitfard-2gnitfard-ni-desu-slairetam-dna-tnempiuqe,0.0000,1.0000,0.0000,0.0000
slidize-plugins,0.0454,50.6250,30.0000,1.0000
fudoki-js,0.0000,1553.7000,14.4031,1.3774
@anieo/codegenie-cli-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@pixelml/claw-windows-x64-baseline,0.0000,0.0000,0.0000,0.0000
khawarizm,0.0000,0.0000,0.0000,0.0000
@lyyyuna/milvus-lite-linux-arm64,0.0000,3.0000,0.0000,0.0000
uniapp-native-ios-test-update-part2,0.0000,0.0000,0.0000,0.0000
react_js_playcanvas_ex,0.0694,39.2857,1.1438,2.0089
@pixelml/claw-linux-arm64,0.0000,0.0000,0.0000,0.0000
@shined/spack-binding-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
galeneai-cli-linux-x64-baseline-musl,0.0000,0.0000,0.0000,0.0000
@synonymdev/react-native-lightning,0.0738,5222.5385,6.0460,1.0205
img-pigax,0.0000,0.0000,0.0000,0.0000
ifconfig-server,0.1287,87.4375,20.6200,0.7000
coursedio-how-to-research-and-write-using-generative-ai-tools-using-ai-to-get-interesting-headline-and-article-ideas,0.0000,1.0000,0.0000,0.0000
agent-swarm-cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@renxqoo/renx-code-linux-x64,0.0000,4104.0000,14.6081,1.7162
@toolkit-cli/toolkode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
vedio-web-rtc,0.0714,26.8333,7.1053,0.6842
@masuhajime/background-removal-node,0.0000,97.8571,16.5000,2.0833
openwrk-windows-x64,0.0000,0.0000,0.0000,0.0000
@andeya/token-free-gateway-win32-x64,0.0000,0.0000,0.0000,0.0000
auth-poc,0.0000,47.3333,8.0000,1.0000
cef-screenshot-win32-arm64-msvc,0.0000,0.0000,0.0000,0.0000
@mmmbuto/codex-cli-lts,0.0000,46.0000,12.5000,0.5000
vault-components,0.0017,149.7262,3.7297,1.7133
zipy_sdk_lenovo_laptop,0.0476,9.0000,7.0000,0.0000
cef-screenshot-win32-x64-msvc,0.0000,0.0000,0.0000,0.0000
focus-motion-plugin,0.0000,3.2500,0.0000,0.0000
cef-screenshot-darwin-x64,0.0000,0.0000,0.0000,0.0000
rekomendacje_3mk,0.0523,168.8333,27.9831,1.3220
io-anyline-adcubum,0.0000,14.8750,1.0962,1.6854
ppt.live.server,0.0000,18.0000,0.0000,0.0000
lz-ffmpeg-static-electron,0.5000,17.5000,0.0000,0.0000
@expo-google-fonts/chiron-hei-hk,0.0269,5.4737,12.0000,1.0000
@spectacular-voyage/kato-win32-x64,0.0000,0.0000,0.0000,0.0000
nativescript-cardio,0.0694,37.6667,2.7500,0.0000
react-native-template-securam,0.0342,21.0000,15.0714,0.5000
@trieutulong/speech-recognition,0.0667,10.0000,0.0000,0.0000
@spectacular-voyage/kato-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@stayin/stayin-core-db,0.0154,617.3077,1.1270,1.5787
fw-rn-aliface,0.0000,3.0000,0.0000,0.0000
@wispbit/local-linux-x64-gnu,0.0000,0.0000,0.0000,0.0000
@wireio/wire-protobuf-bundler,0.0395,1100.1739,15.6564,1.6170
package_universe_test,0.0923,54.5000,20.0000,1.4000
ocvim-linux-x64,0.0000,0.0000,0.0000,0.0000
nikcli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@siteed/moonshine.rn,0.0112,154.9324,13.0780,1.3951
react-native-document-reader-core-barcodemrzrfid,0.0000,0.0000,0.0000,0.0000
@scottsus/opencode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
nngeogonganauth7,0.0000,7.0000,0.0000,0.0000
react-native-dealer-pay-clearent-sdk,0.0000,24.6667,3.0000,0.8333
castclaw-windows-x64,0.0017,6.4865,1.0650,1.4605
generator-jhipster-blockchain,0.5000,587.0000,8.0000,1.0000
dap-fronted-new,0.0220,277.8000,10.3103,1.3103
etab-oss,0.0333,9.8333,0.0000,0.0000
nikcli-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
feedo,0.0072,213.5325,4.2985,1.5485
bincode-windows-x64,0.0000,0.0000,0.0000,0.0000
agent-swarm-cli-linux-x64,0.0000,0.0000,0.0000,0.0000
sahyacode-linux-x64-baseline,0.0000,0.0000,0.0000,0.0000
@mv-template/cameravision,0.0036,2697.0092,16.9603,1.9181
integer-sequences,0.0252,18.0341,11.7568,1.3514
telec,0.0000,60.0000,8.7500,0.0000
exam2023,0.0356,34.9130,5.5000,2.5000
@pixelml/claw-windows-x64,0.0000,0.0000,0.0000,0.0000
org.byted.vrtv.biz.interdrama,0.0000,0.0000,0.0000,0.0000
@parham125/5bw1fm60gyr2,0.0000,1.0000,0.0000,0.0000
myyzzcomponent,0.0000,37.0000,0.0000,0.0000
@harvi-code/harvicode-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
cindy-test-edit-v1,0.0000,0.0000,0.0000,0.0000
jam-darwin-x64,0.0000,0.0000,0.0000,0.0000
ikuuu-client,0.0000,0.0000,0.0000,0.0000
@zelo/zelosh-darwin-x64,0.0000,0.0000,0.0000,0.0000
@zhangchongzhi/webpack,0.0833,23.6250,5.0000,1.3333
claudio-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
agent-swarm-cli-darwin-x64-baseline,0.0000,0.0000,0.0000,0.0000
galeneai-cli-linux-arm64-musl,0.0000,0.0000,0.0000,0.0000
@datobs/react-native-perspective-image-cropper,0.0333,86.1667,12.6364,1.0000
@ohmi/react-native-openharmony,0.0000,0.0000,0.0000,0.0000
denoiser,0.0000,8585.6364,19.8262,2.0883
threesysbuild,0.0000,4.0000,1.0455,2.2727
ocv4,0.0000,0.0000,0.0000,0.0000
zad8-npmjs,0.0667,14.5714,15.5000,0.5000
react-native-baidu-map-by-hong,0.3000,45.2000,0.0000,0.0000
qshell,0.1667,17.0000,0.0000,0.0000
@neokai/cli-linux-x64,0.0000,0.0000,0.0000,0.0000
lokocdnms-pkg-03,0.0000,0.0000,0.0000,0.0000
@enactprotocol/enact-linux-x64,0.0000,13.5000,0.0000,0.0000
xqdhrdhrdhr-np,0.0000,0.0000,0.0000,0.0000
@margarettevelasquez/cafe24-zipcode,0.0273,913.8000,13.3286,1.3429
expo-sherpa-onnx,0.0104,87.9367,14.0699,1.4105
@nwjs-binaries/linux-ia32,0.0000,2.0000,0.0000,0.0000
@tony1992/psd-tools,0.0079,95.3261,23.8304,1.4957
@logisticinfotech/react-native-openalpr,0.0500,40.7500,18.3333,1.3333
unitygamecheck,0.0513,40.0000,27.5000,0.1667
bgs-zsh,0.0000,55.3333,19.4286,0.7143
@medarkta/explorer,0.0000,22987.1250,10.0315,1.6810
ffprobe-static-next,0.5000,15.5000,0.0000,0.0000
cef-screenshot-darwin-arm64,0.0000,0.0000,0.0000,0.0000
react-native-sm-agora,0.0667,522.3000,0.0000,0.0000
beaf-ui-test,0.0179,28.7500,11.3333,1.6667
@trygentic/agentloop-darwin-arm64,0.0000,0.0000,0.0000,0.0000
demo-package-slider,0.0167,31.3889,36.0000,6.0000
@wispbit/local-win32-x64-msvc,0.0000,0.0000,0.0000,0.0000
agda-wasm,0.0000,13.0000,22.0000,0.0000
@codegenie-ai/codegenie-cli-darwin-arm64,0.0000,0.0000,0.0000,0.0000
@nexray/app-playground,0.0027,229.3333,9.1429,1.3849
@alvix/xenova-models,0.0000,0.0000,0.0000,0.0000
react-native-csjads-1,0.0000,19.0000,0.0000,0.0000
@lyyyuna/milvus-lite-linux-x64,0.0000,3.0000,0.0000,0.0000
package-insert-cgb.js,0.0000,0.0000,0.0000,0.0000
sahyacode-linux-x64,0.0000,0.0000,0.0000,0.0000
@sila-standard/proto-builder,0.0654,30.3889,22.8462,1.8462
@anieo/codegenie-cli-windows-arm64,0.0000,0.0000,0.0000,0.0000
video-ohmygril-nonstop,0.0000,0.0000,0.0000,0.0000
coursedio-01ia-dna-gninrael-enihcam-htiw-smetsys-rednemmocer-gnidliub-0snoitadnemmocer-eivom-etaerc-dna-slairetam-esruoc-weiver-adnocana-llatsni,0.0000,1.0000,0.0000,0.0000
video-iu-celebrity,0.0000,0.0000,0.0000,0.0000
n8n-nodes-ffmpeg-pro-v2,0.0327,50.5000,14.0833,1.9583
@ronii/zerokey-linux-x64-musl,0.0000,0.0000,0.0000,0.0000
htmlcoincore-node,0.0313,294.9773,20.1944,1.3472
winapp-mcp,0.0000,20.0000,0.0000,0.0000
